"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Biological_Theme"
"GO_BP","2","GO:0010506","regulation of autophagy","15/468","368/15373",0.155157707537722,0.943812981948971,0.914879422280619,"ATG101/FKBP8/PARL/SLC25A5/TSPO/ATP6V1G1/CISD1/EIF4G1/RASIP1/RBX1/TMEM59/RRAGA/EEF1A1/GAPDH/PSAP",15,"Other biological processes"
"GO_BP","2","GO:0120161","regulation of cold-induced thermogenesis","7/468","146/15373",0.157922984944908,0.950431658365,0.921295196349815,"HSF1/NR1H2/FABP5/CXCR4/GJA1/ID1/ALDH1A1",7,"Other biological processes"
"GO_BP","2","GO:0010660","regulation of muscle cell apoptotic process","4/468","69/15373",0.158401466160142,0.950431658365,0.921295196349815,"HSF1/MDK/CDKN2A/NACA",4,"Other biological processes"
"GO_BP","2","GO:0045665","negative regulation of neuron differentiation","4/468","69/15373",0.158401466160142,0.950431658365,0.921295196349815,"CALR/NOTCH3/HEY1/DLX1",4,"Other biological processes"
"GO_BP","2","GO:0046470","phosphatidylcholine metabolic process","4/468","69/15373",0.158401466160142,0.950431658365,0.921295196349815,"DBI/NR1H2/FABP5/MBOAT7",4,"Metabolic processes"
"GO_BP","2","GO:2000379","positive regulation of reactive oxygen species metabolic process","4/468","69/15373",0.158401466160142,0.950431658365,0.921295196349815,"SOD1/CBR1/TSPO/CLEC7A",4,"Cellular stress / hypoxia / redox"
"GO_BP","2","GO:0019058","viral life cycle","12/468","284/15373",0.158798674651623,0.950431658365,0.921295196349815,"RAD23A/DYNLT1/CSNK2B/RAB1A/LAMTOR5/SLC3A2/SLPI/PCBP2/CXADR/LGALS1/CXCR4/NECTIN4",12,"Other biological processes"
"GO_BP","2","GO:0010927","cellular component assembly involved in morphogenesis","6/468","120/15373",0.159559743870412,0.950431658365,0.921295196349815,"KRT19/PLLP/CSRP2/CD9/TNNT1/NEBL",6,"Other biological processes"
"GO_BP","2","GO:0032989","cellular anatomical entity morphogenesis","6/468","120/15373",0.159559743870412,0.950431658365,0.921295196349815,"KRT19/PLLP/CSRP2/CD9/TNNT1/NEBL",6,"Other biological processes"
"GO_BP","2","GO:0046822","regulation of nucleocytoplasmic transport","6/468","120/15373",0.159559743870412,0.950431658365,0.921295196349815,"ANP32B/EI24/SUMO1/DDX39A/CDKN2A/NCBP2",6,"Other biological processes"
"GO_BP","2","GO:0072594","establishment of protein localization to organelle","18/468","457/15373",0.159953873080508,0.950431658365,0.921295196349815,"MTCH1/SRP19/SRP72/RAB10/SEC61B/DNAJC19/MTX2/SSR3/PARL/TCP1/TSPO/SEC13/CFL1/EI24/SUMO1/LMAN1/CDKN2A/SEC63",18,"Other biological processes"
"GO_BP","2","GO:0032527","protein exit from endoplasmic reticulum","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"SEC61B/SEC13/ERLEC1",3,"Other biological processes"
"GO_BP","2","GO:0042220","response to cocaine","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"COMT/HDAC2/PPP1R1B",3,"Other biological processes"
"GO_BP","2","GO:0045214","sarcomere organization","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"KRT19/CSRP2/TNNT1",3,"Other biological processes"
"GO_BP","2","GO:0061383","trabecula morphogenesis","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"NACA/HEY1/RBP4",3,"Other biological processes"
"GO_BP","2","GO:0120163","negative regulation of cold-induced thermogenesis","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"NR1H2/ID1/ALDH1A1",3,"Other biological processes"
"GO_BP","2","GO:1903214","regulation of protein targeting to mitochondrion","3/468","46/15373",0.164080498258783,0.950431658365,0.921295196349815,"PARL/LMAN1/CDKN2A",3,"Other biological processes"
"GO_BP","2","GO:0030239","myofibril assembly","4/468","70/15373",0.164252413577329,0.950431658365,0.921295196349815,"KRT19/CSRP2/TNNT1/NEBL",4,"Other biological processes"
"GO_BP","2","GO:0045685","regulation of glial cell differentiation","4/468","70/15373",0.164252413577329,0.950431658365,0.921295196349815,"HDAC2/MDK/CXCR4/DLX1",4,"Other biological processes"
"GO_BP","2","GO:0010623","programmed cell death involved in cell development","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"SOD1/KIT",2,"Cell death / apoptosis"
"GO_BP","2","GO:0014912","negative regulation of smooth muscle cell migration","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"IGFBP5/IGFBP3",2,"Cell adhesion / extracellular interactions"
"GO_BP","2","GO:0033617","mitochondrial cytochrome c oxidase assembly","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"STMP1/COX14",2,"Mitochondrial / oxidative energy metabolism"
"GO_BP","2","GO:0036296","response to increased oxygen levels","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"HDAC2/ATP6V1G1",2,"Other biological processes"
"GO_BP","2","GO:0046697","decidualization","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"PARP1/JUNB",2,"Other biological processes"
"GO_BP","2","GO:0060343","trabecula formation","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"HEY1/RBP4",2,"Other biological processes"
"GO_BP","2","GO:1900242","regulation of synaptic vesicle endocytosis","2/468","24/15373",0.164921117502475,0.950431658365,0.921295196349815,"AP2M1/ARPC3",2,"Other biological processes"
"GO_BP","2","GO:0031099","regeneration","8/468","175/15373",0.165529472419341,0.950431658365,0.921295196349815,"TSPO/CD9/GRN/PCNA/MDK/CCND1/NACA/FOLR1",8,"Other biological processes"
"GO_BP","2","GO:0010631","epithelial cell migration","5/468","96/15373",0.168563814460216,0.950431658365,0.921295196349815,"CD63/PFN1/KIT/KRT16/KANK2",5,"Cell adhesion / extracellular interactions"
"GO_BP","2","GO:0106106","cold-induced thermogenesis","7/468","149/15373",0.169679127398594,0.950431658365,0.921295196349815,"HSF1/NR1H2/FABP5/CXCR4/GJA1/ID1/ALDH1A1",7,"Other biological processes"
"GO_BP","2","GO:0006406","mRNA export from nucleus","4/468","71/15373",0.170179994463969,0.950431658365,0.921295196349815,"MAGOH/FYTTD1/DDX39A/NCBP2",4,"Other biological processes"
"GO_BP","2","GO:2000036","regulation of stem cell population maintenance","4/468","71/15373",0.170179994463969,0.950431658365,0.921295196349815,"HDAC2/ACTL6A/MYC/TET1",4,"Other biological processes"
"GO_BP","2","GO:0040013","negative regulation of locomotion","13/468","317/15373",0.17112383170622,0.950431658365,0.921295196349815,"CSNK2B/IDH2/HDAC2/CFL1/SPINT2/CD63/CALR/KRT16/GTPBP4/IGFBP5/IGFBP3/TET1/GJA1",13,"Other biological processes"
"GO_BP","2","GO:0060443","mammary gland morphogenesis","3/468","47/15373",0.17157632125844,0.950431658365,0.921295196349815,"PERP/CDKN2A/IGFBP5",3,"Other biological processes"
"GO_BP","2","GO:0051235","maintenance of location","9/468","205/15373",0.17420464348563,0.950431658365,0.921295196349815,"KDELR1/GHITM/GPAA1/RER1/TSPO/MDFI/CALR/TMED2/CALML3",9,"Other biological processes"
"GO_BP","2","GO:0000963","mitochondrial RNA processing","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"SLIRP/TRMT10C",2,"Mitochondrial / oxidative energy metabolism"
"GO_BP","2","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"COMT/EMP2",2,"Other biological processes"
"GO_BP","2","GO:0010667","negative regulation of cardiac muscle cell apoptotic process","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"HSF1/MDK",2,"Other biological processes"
"GO_BP","2","GO:0032785","negative regulation of DNA-templated transcription, elongation","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"PARP1/HEXIM1",2,"Other biological processes"
"GO_BP","2","GO:0051016","barbed-end actin filament capping","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"CFL1/CAPG",2,"Other biological processes"
"GO_BP","2","GO:0060669","embryonic placenta morphogenesis","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"SPINT2/TMED2",2,"Other biological processes"
"GO_BP","2","GO:0090023","positive regulation of neutrophil chemotaxis","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"PERP/MDK",2,"Other biological processes"
"GO_BP","2","GO:0090103","cochlea morphogenesis","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"SIX1/CTHRC1",2,"Other biological processes"
"GO_BP","2","GO:0140861","DNA repair-dependent chromatin remodeling","2/468","25/15373",0.175849301305008,0.950431658365,0.921295196349815,"BABAM1/PARP1",2,"DNA damage / repair / checkpoint"
"GO_BP","2","GO:1903829","positive regulation of protein localization","17/468","435/15373",0.176124652438763,0.950431658365,0.921295196349815,"RER1/CCT4/ANP32B/CCT2/TCP1/LAMTOR5/CFL1/CCT8/SERP1/EIF4G1/ERGIC3/PARP1/NR1H2/TMED10/CDKN2A/CCT5/RBP4",17,"Other biological processes"
"GO_BP","2","GO:0048525","negative regulation of viral process","4/468","72/15373",0.176181415470945,0.950431658365,0.921295196349815,"CSNK2B/SLPI/HEXIM1/PTX3",4,"Other biological processes"
"GO_BP","2","GO:0006399","tRNA metabolic process","8/468","178/15373",0.176493760941726,0.950431658365,0.921295196349815,"SSB/EXOSC3/FARSA/TSEN34/LAGE3/RTRAF/POLR2F/TRMT10C",8,"Metabolic processes"
"GO_BP","2","GO:0008154","actin polymerization or depolymerization","8/468","178/15373",0.176493760941726,0.950431658365,0.921295196349815,"BRK1/CFL1/ARPC3/PFN1/SPATC1L/MSRB2/CAPG/KANK2",8,"Other biological processes"
"GO_BP","2","GO:0010721","negative regulation of cell development","11/468","262/15373",0.176880154657311,0.950431658365,0.921295196349815,"PRDX2/DNAJB11/DYNLT1/IDH2/TSPO/CFL1/MDK/MYC/CDKN2A/LGALS1/DLX1",11,"Other biological processes"
"GO_BP","2","GO:0009411","response to UV","7/468","151/15373",0.177723778445851,0.950431658365,0.921295196349815,"HMGN1/EI24/PARP1/PCNA/CCND1/MYC/RBX1",7,"Other biological processes"
"GO_BP","2","GO:0042552","myelination","7/468","151/15373",0.177723778445851,0.950431658365,0.921295196349815,"SOD1/PLLP/CD9/MALL/CXCR4/MAL/ERBB3",7,"Other biological processes"
"GO_BP","2","GO:0045824","negative regulation of innate immune response","5/468","98/15373",0.178734675657984,0.950431658365,0.921295196349815,"PARP1/NR1H2/GRN/DDX39A/NECTIN4",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","2","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","3/468","48/15373",0.179167756297084,0.950431658365,0.921295196349815,"EIF3H/CSNK2B/RBX1",3,"Other biological processes"
"GO_BP","2","GO:0042596","fear response","3/468","48/15373",0.179167756297084,0.950431658365,0.921295196349815,"COMT/EIF4G1/MDK",3,"Other biological processes"
"GO_BP","2","GO:0051100","negative regulation of binding","3/468","48/15373",0.179167756297084,0.950431658365,0.921295196349815,"SUMO1/SLPI/SUMO3",3,"Other biological processes"
"GO_BP","2","GO:2000241","regulation of reproductive process","8/468","179/15373",0.180218772841598,0.950431658365,0.921295196349815,"SOD1/HDAC2/PPP2R1A/PRDX4/CALR/KIT/ANAPC16/GJA1",8,"Other biological processes"
"GO_BP","2","GO:0032732","positive regulation of interleukin-1 production","4/468","73/15373",0.18225386314709,0.950431658365,0.921295196349815,"STMP1/HDAC2/TMED10/CLEC7A",4,"Other biological processes"
"GO_BP","2","GO:0042440","pigment metabolic process","4/468","73/15373",0.18225386314709,0.950431658365,0.921295196349815,"TMEM14B/TSPO/UROD/TMEM14C",4,"Metabolic processes"
"GO_BP","2","GO:0050766","positive regulation of phagocytosis","4/468","73/15373",0.18225386314709,0.950431658365,0.921295196349815,"SOD1/CALR/PTX3/CLEC7A",4,"Other biological processes"
"GO_BP","2","GO:0090132","epithelium migration","5/468","99/15373",0.183904937578456,0.950431658365,0.921295196349815,"CD63/PFN1/KIT/KRT16/KANK2",5,"Other biological processes"
"GO_BP","2","GO:0001558","regulation of cell growth","15/468","380/15373",0.184647917444725,0.950431658365,0.921295196349815,"EXOSC4/MAP3K13/PAK4/CFL1/MEAF6/EI24/LAMTOR2/EIF4G1/CRABP2/CDKN2A/DCUN1D5/IGFBP5/IGFBP3/GJA1/LTBP4",15,"Other biological processes"
"GO_BP","2","GO:0008544","epidermis development","14/468","351/15373",0.184943069121429,0.950431658365,0.921295196349815,"LSR/SOD1/HDAC2/FABP5/KRT6B/CRABP2/KRT16/CDKN2A/AQP3/IGFBP5/YBX1/KRT14/KRT5/CALML5",14,"Other biological processes"
"GO_BP","2","GO:0031667","response to nutrient levels","19/468","498/15373",0.185354536558823,0.950431658365,0.921295196349815,"SOD1/HSF1/COMT/TSPO/SEC13/PAK4/EIF4G1/TFAM/NQO1/COX4I1/MAP1LC3B/NR1H2/CCND1/RBX1/HNRNPA1/AQP3/KANK2/RRAGA/FOLR1",19,"Other biological processes"
"GO_BP","2","GO:0007272","ensheathment of neurons","7/468","153/15373",0.18592754782266,0.950431658365,0.921295196349815,"SOD1/PLLP/CD9/MALL/CXCR4/MAL/ERBB3",7,"Other biological processes"
"GO_BP","2","GO:0008366","axon ensheathment","7/468","153/15373",0.18592754782266,0.950431658365,0.921295196349815,"SOD1/PLLP/CD9/MALL/CXCR4/MAL/ERBB3",7,"Other biological processes"
"GO_BP","2","GO:0001824","blastocyst development","6/468","126/15373",0.186304863819484,0.950431658365,0.921295196349815,"PSMC4/SF3B6/ACTL6A/GRN/TET1/JUNB",6,"Other biological processes"
"GO_BP","2","GO:0010043","response to zinc ion","3/468","49/15373",0.186848895079074,0.950431658365,0.921295196349815,"TSPO/PARP1/PAM",3,"Other biological processes"
"GO_BP","2","GO:0031103","axon regeneration","3/468","49/15373",0.186848895079074,0.950431658365,0.921295196349815,"TSPO/GRN/FOLR1",3,"Other biological processes"
"GO_BP","2","GO:1902459","positive regulation of stem cell population maintenance","3/468","49/15373",0.186848895079074,0.950431658365,0.921295196349815,"HDAC2/ACTL6A/TET1",3,"Other biological processes"
"GO_BP","2","GO:0001516","prostaglandin biosynthetic process","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"FABP5/CTHRC1",2,"Other biological processes"
"GO_BP","2","GO:0002053","positive regulation of mesenchymal cell proliferation","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"SIX1/MYC",2,"Other biological processes"
"GO_BP","2","GO:0002407","dendritic cell chemotaxis","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"CALR/CXCR4",2,"Other biological processes"
"GO_BP","2","GO:0007039","protein catabolic process in the vacuole","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"GRN/LAPTM4B",2,"Other biological processes"
"GO_BP","2","GO:0007588","excretion","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"COMT/MDK",2,"Other biological processes"
"GO_BP","2","GO:0010592","positive regulation of lamellipodium assembly","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"BRK1/CFL1",2,"Other biological processes"
"GO_BP","2","GO:0010875","positive regulation of cholesterol efflux","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"NR1H2/PLTP",2,"Other biological processes"
"GO_BP","2","GO:0030325","adrenal gland development","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"TSPO/MDK",2,"Other biological processes"
"GO_BP","2","GO:0033081","regulation of T cell differentiation in thymus","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"SOD1/CDKN2A",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","2","GO:0033688","regulation of osteoblast proliferation","2/468","26/15373",0.18688719653493,0.950431658365,0.921295196349815,"ATRAID/CTHRC1",2,"Other biological processes"
"GO_BP","2","GO:0033044","regulation of chromosome organization","10/468","237/15373",0.187440785688081,0.950431658365,0.921295196349815,"CCT4/CCT2/TCP1/CCT8/ACTL6A/PARP1/TFPT/MYC/HNRNPA1/CCT5",10,"Other biological processes"
"GO_BP","2","GO:0055001","muscle cell development","8/468","181/15373",0.187770949388219,0.950431658365,0.921295196349815,"KRT19/CSRP2/SDC1/SIX1/NACA/CXADR/TNNT1/NEBL",8,"Other biological processes"
"GO_BP","2","GO:0006081","aldehyde metabolic process","4/468","74/15373",0.188394508209461,0.950431658365,0.921295196349815,"GRHPR/IDH2/RBP4/ALDH1A1",4,"Metabolic processes"
"GO_BP","2","GO:0009247","glycolipid biosynthetic process","4/468","74/15373",0.188394508209461,0.950431658365,0.921295196349815,"PIGP/GPAA1/DPM1/TM9SF2",4,"Other biological processes"
"GO_BP","2","GO:0006664","glycolipid metabolic process","5/468","100/15373",0.189129569861115,0.950431658365,0.921295196349815,"PIGP/GPAA1/DPM1/KIT/TM9SF2",5,"Metabolic processes"
"GO_BP","2","GO:0042692","muscle cell differentiation","15/468","383/15373",0.192425389280951,0.950431658365,0.921295196349815,"KRT19/CSRP2/SDC1/CD9/CALR/SIX1/KIT/MYC/NACA/HEY1/IGFBP5/YBX1/CXADR/TNNT1/NEBL",15,"Other biological processes"
"GO_BP","2","GO:0045807","positive regulation of endocytosis","7/468","155/15373",0.194284471358885,0.950431658365,0.921295196349815,"SOD1/AP2M1/CD63/CALR/PTX3/CLEC7A/TF",7,"Other biological processes"
"GO_BP","2","GO:0071346","cellular response to type II interferon","5/468","101/15373",0.194406911418806,0.950431658365,0.921295196349815,"SYNCRIP/NR1H2/VIM/RPL13A/GAPDH",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","2","GO:1903509","liposaccharide metabolic process","5/468","101/15373",0.194406911418806,0.950431658365,0.921295196349815,"PIGP/GPAA1/DPM1/KIT/TM9SF2",5,"Metabolic processes"
"GO_BP","2","GO:0010657","muscle cell apoptotic process","4/468","75/15373",0.194600509653927,0.950431658365,0.921295196349815,"HSF1/MDK/CDKN2A/NACA",4,"Other biological processes"
"GO_BP","2","GO:0008542","visual learning","3/468","50/15373",0.194613891742517,0.950431658365,0.921295196349815,"COMT/KIT/PPP1R1B",3,"Other biological processes"
"GO_BP","2","GO:0043094","metabolic compound salvage","3/468","50/15373",0.194613891742517,0.950431658365,0.921295196349815,"ADI1/DGUOK/CDA",3,"Metabolic processes"
"GO_BP","2","GO:0046394","carboxylic acid biosynthetic process","12/468","297/15373",0.196135671754983,0.950431658365,0.921295196349815,"CBR1/TECR/ADI1/MGST3/PCBD1/OAT/PHGDH/FADS2/NR1H2/FABP5/ALDH1A1/CTHRC1",12,"Other biological processes"
"GO_BP","2","GO:0001667","ameboidal-type cell migration","10/468","240/15373",0.197469645280075,0.950431658365,0.921295196349815,"CFL1/LAMTOR2/CD63/PFN1/CALR/KIT/KRT16/KANK2/FOLR1/GJA1",10,"Cell adhesion / extracellular interactions"
"GO_BP","2","GO:0033598","mammary gland epithelial cell proliferation","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"CCND1/CDKN2A",2,"Other biological processes"
"GO_BP","2","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"UBB/HSBP1",2,"Other biological processes"
"GO_BP","2","GO:0047497","mitochondrion transport along microtubule","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"UBB/HSBP1",2,"Other biological processes"
"GO_BP","2","GO:0061615","glycolytic process through fructose-6-phosphate","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"PGAM1/GPI",2,"Other biological processes"
"GO_BP","2","GO:0071624","positive regulation of granulocyte chemotaxis","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"PERP/MDK",2,"Other biological processes"
"GO_BP","2","GO:0090594","inflammatory response to wounding","2/468","27/15373",0.198018043975676,0.950431658365,0.921295196349815,"GRN/MDK",2,"Other biological processes"
"GO_BP","2","GO:0032355","response to estradiol","5/468","102/15373",0.199735284928924,0.950431658365,0.921295196349815,"HSF1/PCNA/CALR/CCND1/GPI",5,"Other biological processes"
"GO_BP","2","GO:0032784","regulation of DNA-templated transcription elongation","5/468","102/15373",0.199735284928924,0.950431658365,0.921295196349815,"HMGN1/MED10/PARP1/HEXIM1/NCBP2",5,"Other biological processes"
"GO_BP","2","GO:0045667","regulation of osteoblast differentiation","6/468","129/15373",0.2002949787751,0.950431658365,0.921295196349815,"ATRAID/CLIC1/IGFBP5/BAMBI/ID1/CTHRC1",6,"Other biological processes"
"GO_BP","2","GO:0046718","symbiont entry into host cell","6/468","129/15373",0.2002949787751,0.950431658365,0.921295196349815,"DYNLT1/SLC3A2/CXADR/LGALS1/CXCR4/NECTIN4",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","2","GO:0043502","regulation of muscle adaptation","4/468","76/15373",0.200869018706527,0.950431658365,0.921295196349815,"LMCD1/PARP1/IGFBP5/TNNT1",4,"Other biological processes"
"GO_BP","2","GO:0070482","response to oxygen levels","13/468","328/15373",0.20197748079768,0.950431658365,0.921295196349815,"HSF1/COMT/HDAC2/NDUFS2/ATP6V1G1/TFAM/DPM1/CHCHD2/MYC/FAM162A/AQP3/DDIT4/CXCR4",13,"Other biological processes"
"GO_BP","2","GO:0048260","positive regulation of receptor-mediated endocytosis","3/468","51/15373",0.202456970802959,0.950431658365,0.921295196349815,"AP2M1/CD63/TF",3,"Other biological processes"
"GO_BP","2","GO:0019827","stem cell population maintenance","8/468","185/15373",0.20326812895042,0.950431658365,0.921295196349815,"VPS72/HDAC2/MED10/ACTL6A/KIT/MYC/CDKN2A/TET1",8,"Other biological processes"
"GO_BP","2","GO:0016053","organic acid biosynthetic process","12/468","300/15373",0.205279068048906,0.950431658365,0.921295196349815,"CBR1/TECR/ADI1/MGST3/PCBD1/OAT/PHGDH/FADS2/NR1H2/FABP5/ALDH1A1/CTHRC1",12,"Other biological processes"
"GO_BP","2","GO:0008535","respiratory chain complex IV assembly","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"STMP1/COX14",2,"Mitochondrial / oxidative energy metabolism"
"GO_BP","2","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"CDK4/CCND1",2,"Cell cycle / proliferation"
"GO_BP","2","GO:0030262","apoptotic nuclear changes","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"HSF1/DNASE2",2,"Other biological processes"
"GO_BP","2","GO:0030970","retrograde protein transport, ER to cytosol","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"SEC61B/ERLEC1",2,"Other biological processes"
"GO_BP","2","GO:0031579","membrane raft organization","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"EMP2/MAL",2,"Other biological processes"
"GO_BP","2","GO:0097421","liver regeneration","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"PCNA/CCND1",2,"Other biological processes"
"GO_BP","2","GO:1900027","regulation of ruffle assembly","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"PFN1/SH3YL1",2,"Other biological processes"
"GO_BP","2","GO:1903513","endoplasmic reticulum to cytosol transport","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"SEC61B/ERLEC1",2,"Other biological processes"
"GO_BP","2","GO:2000319","regulation of T-helper 17 cell differentiation","2/468","28/15373",0.209225999112555,0.950431658365,0.921295196349815,"LGALS1/JUNB",2,"Other biological processes"
"GO_BP","2","GO:0031670","cellular response to nutrient","3/468","52/15373",0.21037243436962,0.950431658365,0.921295196349815,"KANK2/RRAGA/FOLR1",3,"Other biological processes"
"GO_BP","2","GO:0045668","negative regulation of osteoblast differentiation","3/468","52/15373",0.21037243436962,0.950431658365,0.921295196349815,"IGFBP5/BAMBI/ID1",3,"Other biological processes"
"GO_BP","2","GO:0072538","T-helper 17 type immune response","3/468","52/15373",0.21037243436962,0.950431658365,0.921295196349815,"LGALS1/CLEC7A/JUNB",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","2","GO:1903747","regulation of establishment of protein localization to mitochondrion","3/468","52/15373",0.21037243436962,0.950431658365,0.921295196349815,"PARL/LMAN1/CDKN2A",3,"Other biological processes"
"GO_BP","2","GO:0034620","cellular response to unfolded protein","5/468","104/15373",0.210538348650752,0.950431658365,0.921295196349815,"HSF1/SERP1/CCND1/TMED2/ERLEC1",5,"Other biological processes"
"GO_BP","2","GO:0090130","tissue migration","5/468","104/15373",0.210538348650752,0.950431658365,0.921295196349815,"CD63/PFN1/KIT/KRT16/KANK2",5,"Other biological processes"
"GO_BP","2","GO:0031396","regulation of protein ubiquitination","8/468","187/15373",0.211203757252241,0.950431658365,0.921295196349815,"PDCD6/TSPO/UBB/RPS7/RBX1/CDKN2A/GTPBP4/RPL5",8,"Other biological processes"
"GO_BP","2","GO:0007009","plasma membrane organization","7/468","159/15373",0.211432913724657,0.950431658365,0.921295196349815,"VDAC2/SOD1/SERP1/EMP2/CD9/CXCR4/FOLR1",7,"Other biological processes"
"GO_BP","2","GO:0034101","erythrocyte homeostasis","7/468","159/15373",0.211432913724657,0.950431658365,0.921295196349815,"SLC25A5/TMEM14C/DNASE2/KIT/PRDX1/GPI/RPS24",7,"Other biological processes"
"GO_BP","2","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","4/468","78/15373",0.213582148291599,0.950431658365,0.921295196349815,"RAD23A/SUMO1/RBX1/TF",4,"Other biological processes"
"GO_BP","2","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","4/468","78/15373",0.213582148291599,0.950431658365,0.921295196349815,"HDAC2/PARP1/CALR/KANK2",4,"Other biological processes"
"GO_BP","2","GO:0071806","protein transmembrane transport","4/468","78/15373",0.213582148291599,0.950431658365,0.921295196349815,"SEC61B/DNAJC19/TMED10/SEC63",4,"Other biological processes"
"GO_BP","2","GO:1904019","epithelial cell apoptotic process","4/468","78/15373",0.213582148291599,0.950431658365,0.921295196349815,"KRT8/TMEM258/MDK/RBX1",4,"Other biological processes"
"GO_BP","2","GO:0008406","gonad development","9/468","217/15373",0.217293149461459,0.950431658365,0.921295196349815,"SOD1/BASP1/PRDX4/UBB/KIT/CCND1/RHOBTB3/PTX3/RBP4",9,"Other biological processes"
"GO_BP","2","GO:0046902","regulation of mitochondrial membrane permeability","3/468","53/15373",0.21835466867653,0.950431658365,0.921295196349815,"VDAC2/TMEM14A/SLC25A5",3,"Mitochondrial / oxidative energy metabolism"
"GO_BP","2","GO:0050850","positive regulation of calcium-mediated signaling","3/468","53/15373",0.21835466867653,0.950431658365,0.921295196349815,"LMCD1/CLEC7A/ERBB3",3,"Other biological processes"
"GO_BP","2","GO:0060688","regulation of morphogenesis of a branching structure","3/468","53/15373",0.21835466867653,0.950431658365,0.921295196349815,"MAP3K13/MDK/SIX1",3,"Other biological processes"
"GO_BP","2","GO:0061351","neural precursor cell proliferation","7/468","161/15373",0.220211551856852,0.950431658365,0.921295196349815,"RAB10/TMEM14B/NDUFS2/SPINT2/NAP1L1/MDK/PSMG1",7,"Other biological processes"
"GO_BP","2","GO:0002092","positive regulation of receptor internalization","2/468","29/15373",0.220496092170942,0.950431658365,0.921295196349815,"AP2M1/CD63",2,"Other biological processes"
"GO_BP","2","GO:0006007","glucose catabolic process","2/468","29/15373",0.220496092170942,0.950431658365,0.921295196349815,"PGAM1/GPI",2,"Other biological processes"
"GO_BP","2","GO:0032369","negative regulation of lipid transport","2/468","29/15373",0.220496092170942,0.950431658365,0.921295196349815,"TSPO/NR1H2",2,"Other biological processes"
"GO_BP","2","GO:0086019","cell-cell signaling involved in cardiac conduction","2/468","29/15373",0.220496092170942,0.950431658365,0.921295196349815,"CXADR/GJA1",2,"Other biological processes"
