"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Temporal_Cluster"
"GO:0045582","positive regulation of T cell differentiation","4/52","122/15373",0.0327868852459016,9.69293820933165,5.61591661575088,0.000761613915149595,0.00890502423867219,0.00650609457880829,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:0043379","memory T cell differentiation","2/52","13/15373",0.153846153846154,45.4822485207101,9.34729832916777,0.000854711635119622,0.00985778363698163,0.00720218956857037,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/52","126/15373",0.0317460317460317,9.38522588522589,5.50593578753554,0.000859313376250043,0.00985778363698163,0.00720218956857037,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0042255","ribosome assembly","3/52","56/15373",0.0535714285714286,15.8375686813187,6.48027152074952,0.000891664913734748,0.0101333134121631,0.00740349421733524,"RPS28/RPS15/RPS27",3,"1"
"GO:0009150","purine ribonucleotide metabolic process","6/52","341/15373",0.0175953079178886,5.20178208887886,4.57115170666294,0.000982239606518692,0.0109002509816137,0.00796382602881053,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0002456","T cell mediated immunity","4/52","131/15373",0.0305343511450382,9.02701115678215,5.37516548269561,0.000993489912851793,0.0109002509816137,0.00796382602881053,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0045916","negative regulation of complement activation","2/52","14/15373",0.142857142857143,42.2335164835165,8.99199848433791,0.000995006462959799,0.0109002509816137,0.00796382602881053,"CLU/A2M",2,"1"
"GO:0090715","immunological memory formation process","2/52","14/15373",0.142857142857143,42.2335164835165,8.99199848433791,0.000995006462959799,0.0109002509816137,0.00796382602881053,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0002821","positive regulation of adaptive immune response","4/52","132/15373",0.0303030303030303,8.95862470862471,5.34984948279952,0.00102199460700968,0.0110959414475337,0.00810679932627981,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0002708","positive regulation of lymphocyte mediated immunity","4/52","133/15373",0.0300751879699248,8.89126662810873,5.32480070615538,0.00105107034062143,0.0113106330459792,0.00826365503013026,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0009117","nucleotide metabolic process","7/52","478/15373",0.0146443514644351,4.32937721274541,4.30804271469888,0.00107174389122723,0.011427474856692,0.00834902075748618,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0002832","negative regulation of response to biotic stimulus","4/52","134/15373",0.0298507462686567,8.82491389207807,5.30001422472114,0.00108072336226939,0.011427474856692,0.00834902075748618,"LTF/IFI16/HLA-A/A2M",4,"1"
"GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","2/52","15/15373",0.133333333333333,39.4179487179487,8.67232957090793,0.00114560134980476,0.0117063129526268,0.00855274249655216,"HLA-A/B2M",2,"1"
"GO:0016045","detection of bacterium","2/52","15/15373",0.133333333333333,39.4179487179487,8.67232957090793,0.00114560134980476,0.0117063129526268,0.00855274249655216,"HLA-A/HLA-DRB1",2,"1"
"GO:0046598","positive regulation of viral entry into host cell","2/52","15/15373",0.133333333333333,39.4179487179487,8.67232957090793,0.00114560134980476,0.0117063129526268,0.00855274249655216,"CD74/HLA-DRB1",2,"1"
"GO:0075294","positive regulation by symbiont of entry into host","2/52","15/15373",0.133333333333333,39.4179487179487,8.67232957090793,0.00114560134980476,0.0117063129526268,0.00855274249655216,"CD74/HLA-DRB1",2,"1"
"GO:0045621","positive regulation of lymphocyte differentiation","4/52","138/15373",0.0289855072463768,8.56911928651059,5.20339705668198,0.00120523328347309,0.0122130306058606,0.00892295518641478,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:0009259","ribonucleotide metabolic process","6/52","362/15373",0.0165745856353591,4.90002124946876,4.37461411117956,0.00133554647503634,0.0134216901954065,0.00980601326603455,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0019693","ribose phosphate metabolic process","6/52","368/15373",0.016304347826087,4.82012959866221,4.321229274311,0.00145246323680153,0.0144770106225464,0.0105770403094089,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0002424","T cell mediated immune response to tumor cell","2/52","17/15373",0.117647058823529,34.7805429864253,8.11849146621806,0.00147741729895555,0.0146060116709752,0.0106712896903593,"HLA-A/HLA-DRB1",2,"1"
"GO:0002921","negative regulation of humoral immune response","2/52","18/15373",0.111111111111111,32.8482905982906,7.8762732184806,0.00165850218576231,0.0158798319518659,0.0116019547847774,"CLU/A2M",2,"1"
"GO:0045655","regulation of monocyte differentiation","2/52","18/15373",0.111111111111111,32.8482905982906,7.8762732184806,0.00165850218576231,0.0158798319518659,0.0116019547847774,"CD74/HLA-DRB1",2,"1"
"GO:0055093","response to hyperoxia","2/52","18/15373",0.111111111111111,32.8482905982906,7.8762732184806,0.00165850218576231,0.0158798319518659,0.0116019547847774,"MT-ATP6/MT-CYB",2,"1"
"GO:0098543","detection of other organism","2/52","18/15373",0.111111111111111,32.8482905982906,7.8762732184806,0.00165850218576231,0.0158798319518659,0.0116019547847774,"HLA-A/HLA-DRB1",2,"1"
"GO:0031348","negative regulation of defense response","5/52","258/15373",0.0193798449612403,5.72935301132976,4.46304034461383,0.00174920765480381,0.0166174727206362,0.0121408820777501,"IFI16/HLA-A/HLA-DRB1/SAA1/A2M",5,"1"
"GO:0002705","positive regulation of leukocyte mediated immunity","4/52","154/15373",0.025974025974026,7.67882117882118,4.85277796519312,0.00180462024533212,0.0170109939404951,0.0124283923872731,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0048525","negative regulation of viral process","3/52","72/15373",0.0416666666666667,12.318108974359,5.60794202465719,0.00184681732156756,0.017168943281089,0.0125437916631225,"LTF/IFI16/IL32",3,"1"
"GO:0098974","postsynaptic actin cytoskeleton organization","2/52","19/15373",0.105263157894737,31.1194331983806,7.65307784040957,0.00184961477781469,0.017168943281089,0.0125437916631225,"ACTB/ACTG1",2,"1"
"GO:0002699","positive regulation of immune effector process","5/52","263/15373",0.0190114068441065,5.62042995027786,4.4030268704962,0.00190256073710077,0.0175266201235949,0.0128051137329589,"CD74/HLA-DRA/HLA-A/B2M/HLA-DRB1",5,"1"
"GO:0046635","positive regulation of alpha-beta T cell activation","3/52","73/15373",0.0410958904109589,12.1493677555321,5.56274636649743,0.00192139717078777,0.0175670598472025,0.0128346593758993,"HLA-DRA/HLA-A/HLA-DRB1",3,"1"
"GO:0042742","defense response to bacterium","5/52","270/15373",0.0185185185185185,5.4747150997151,4.32154424509464,0.00213355368083798,0.0193612035514849,0.0141454776640004,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"1"
"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","2/52","21/15373",0.0952380952380952,28.1556776556777,7.25456063186027,0.00226165432812011,0.0199287801666236,0.0145601544846177,"HLA-A/B2M",2,"1"
"GO:0030449","regulation of complement activation","2/52","21/15373",0.0952380952380952,28.1556776556777,7.25456063186027,0.00226165432812011,0.0199287801666236,0.0145601544846177,"CLU/A2M",2,"1"
"GO:0046596","regulation of viral entry into host cell","2/52","21/15373",0.0952380952380952,28.1556776556777,7.25456063186027,0.00226165432812011,0.0199287801666236,0.0145601544846177,"CD74/HLA-DRB1",2,"1"
"GO:0090713","immunological memory process","2/52","21/15373",0.0952380952380952,28.1556776556777,7.25456063186027,0.00226165432812011,0.0199287801666236,0.0145601544846177,"HLA-DRA/HLA-DRB1",2,"1"
"GO:1903706","regulation of hemopoiesis","6/52","405/15373",0.0148148148148148,4.37977207977208,4.01565451783206,0.00235593373642224,0.0206101829028017,0.0150579937413129,"CD74/HLA-DRA/LTF/B2M/HLA-DRB1/ACTB",6,"1"
"GO:0002475","antigen processing and presentation via MHC class Ib","2/52","22/15373",0.0909090909090909,26.8758741258741,7.07556846757351,0.00248244772315152,0.021561831652516,0.015753277280751,"HLA-A/B2M",2,"1"
"GO:0019058","viral life cycle","5/52","284/15373",0.0176056338028169,5.20483477789816,4.1667858412547,0.00265624014426592,0.0229077164214706,0.0167365933688723,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"1"
"GO:0042060","wound healing","6/52","420/15373",0.0142857142857143,4.22335164835165,3.90203777120688,0.00282360447411609,0.0241795988769378,0.0176658426697849,"TPM1/TIMP1/SAA1/ACTB/PLAT/ACTG1",6,"1"
"GO:0036296","response to increased oxygen levels","2/52","24/15373",0.0833333333333333,24.6362179487179,6.75098071189947,0.00295325026529185,0.0245316133156908,0.0179230277341093,"MT-ATP6/MT-CYB",2,"1"
"GO:0045591","positive regulation of regulatory T cell differentiation","2/52","24/15373",0.0833333333333333,24.6362179487179,6.75098071189947,0.00295325026529185,0.0245316133156908,0.0179230277341093,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0099188","postsynaptic cytoskeleton organization","2/52","24/15373",0.0833333333333333,24.6362179487179,6.75098071189947,0.00295325026529185,0.0245316133156908,0.0179230277341093,"ACTB/ACTG1",2,"1"
"GO:1900242","regulation of synaptic vesicle endocytosis","2/52","24/15373",0.0833333333333333,24.6362179487179,6.75098071189947,0.00295325026529185,0.0245316133156908,0.0179230277341093,"ACTB/ACTG1",2,"1"
"GO:0002720","positive regulation of cytokine production involved in immune response","3/52","85/15373",0.0352941176470588,10.4341628959276,5.08113577508156,0.00296558154391986,0.0245316133156908,0.0179230277341093,"CD74/HLA-A/B2M",3,"1"
"GO:0140694","membraneless organelle assembly","6/52","430/15373",0.013953488372093,4.12513416815742,3.8291933867298,0.00317211079990127,0.0259666892015922,0.018971507692299,"TPM1/RPS28/SMIM22/RPS15/RPS27/ACTG1",6,"1"
"GO:0098581","detection of external biotic stimulus","2/52","25/15373",0.08,23.6507692307692,6.60313791162672,0.00320312777980166,0.0259666892015922,0.018971507692299,"HLA-A/HLA-DRB1",2,"1"
"GO:1903902","positive regulation of viral life cycle","2/52","25/15373",0.08,23.6507692307692,6.60313791162672,0.00320312777980166,0.0259666892015922,0.018971507692299,"CD74/HLA-DRB1",2,"1"
"GO:0045580","regulation of T cell differentiation","4/52","186/15373",0.021505376344086,6.35773366418528,4.28277145945664,0.00357164308564811,0.0287623708089278,0.0210140590051377,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:0072331","signal transduction by p53 class mediator","4/52","188/15373",0.0212765957446809,6.29009819967267,4.25166035799587,0.00371063778875546,0.0296569572730618,0.0216676523013021,"CD74/IFI16/RPL37/RPS15",4,"1"
"GO:0150105","protein localization to cell-cell junction","2/52","27/15373",0.0740740740740741,21.8988603988604,6.33184381177173,0.0037315086042586,0.0296569572730618,0.0216676523013021,"ACTB/ACTG1",2,"1"
"GO:0050830","defense response to Gram-positive bacterium","3/52","93/15373",0.032258064516129,9.53660049627791,4.81047606335359,0.00382304086089722,0.030187127836695,0.0220549999083886,"LTF/HLA-A/B2M",3,"1"
"GO:1902107","positive regulation of leukocyte differentiation","4/52","191/15373",0.0209424083769634,6.19130084575111,4.2058297754987,0.00392596606140074,0.0306024021196365,0.0223584032106763,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:1903708","positive regulation of hemopoiesis","4/52","191/15373",0.0209424083769634,6.19130084575111,4.2058297754987,0.00392596606140074,0.0306024021196365,0.0223584032106763,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:0002726","positive regulation of T cell cytokine production","2/52","28/15373",0.0714285714285714,21.1167582417582,6.20693031235091,0.00400988218803949,0.03086086544719,0.0225472389520675,"HLA-A/B2M",2,"1"
"GO:0052372","modulation by symbiont of entry into host","2/52","28/15373",0.0714285714285714,21.1167582417582,6.20693031235091,0.00400988218803949,0.03086086544719,0.0225472389520675,"CD74/HLA-DRB1",2,"1"
"GO:0033108","mitochondrial respiratory chain complex assembly","3/52","96/15373",0.03125,9.23858173076923,4.71728738621923,0.00417958056484518,0.0319645909864889,0.0233536312262782,"MT-ND5/MT-ND4/MT-ND1",3,"1"
"GO:1903421","regulation of synaptic vesicle recycling","2/52","29/15373",0.0689655172413793,20.3885941644562,6.08834603258314,0.00429762526031543,0.0326619519783973,0.0238631297349094,"ACTB/ACTG1",2,"1"
"GO:0030217","T cell differentiation","5/52","319/15373",0.0156739811912226,4.63377140101278,3.8207646909258,0.00436344169705745,0.0328904656505145,0.0240300839759645,"CD74/HLA-DRA/B2M/HLA-DRB1/ACTB",5,"1"
"GO:0045637","regulation of myeloid cell differentiation","4/52","197/15373",0.0203045685279188,6.00273330730183,4.11704021414061,0.0043817890093613,0.0328904656505145,0.0240300839759645,"CD74/LTF/B2M/HLA-DRB1",4,"1"
"GO:0045824","negative regulation of innate immune response","3/52","98/15373",0.0306122448979592,9.05003924646782,4.65740204473783,0.00442814496545508,0.0330345047729655,0.0241353203154284,"IFI16/HLA-A/A2M",3,"1"
"GO:1902105","regulation of leukocyte differentiation","5/52","322/15373",0.015527950310559,4.59059961777353,3.79346028559299,0.00453926810505224,0.0334683700034391,0.0244523063390778,"CD74/HLA-DRA/LTF/HLA-DRB1/ACTB",5,"1"
"GO:0002706","regulation of lymphocyte mediated immunity","4/52","199/15373",0.0201005025125628,5.942404329339,4.08825590915559,0.00454134954816403,0.0334683700034391,0.0244523063390778,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/52","30/15373",0.0666666666666667,19.7089743589744,5.9755621544446,0.00459467374337596,0.0336573691081034,0.0245903908649925,"CD74/CLU",2,"1"
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/52","203/15373",0.0197044334975369,5.82531261841607,4.0318464810124,0.00487216270747699,0.0354763464209103,0.0259193528213715,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0042274","ribosomal small subunit biogenesis","3/52","103/15373",0.029126213592233,8.61071695294996,4.5148982556306,0.00508827621163297,0.0368294278175339,0.0269079268334475,"RPS28/RPS15/RPS27",3,"1"
"GO:0002418","immune response to tumor cell","2/52","33/15373",0.0606060606060606,17.9172494172494,5.66757591281157,0.00554101554893762,0.0398690822929476,0.0291287270215095,"HLA-A/HLA-DRB1",2,"1"
"GO:0070661","leukocyte proliferation","5/52","341/15373",0.0146627565982405,4.33481840739905,3.62797511435454,0.0057724751993833,0.0412901755438241,0.0301669911348576,"CD74/CLU/HLA-A/HLA-DPA1/HLA-DRB1",5,"1"
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","3/52","110/15373",0.0272727272727273,8.06276223776224,4.33086134947783,0.0061074914138822,0.0432011888204551,0.0315631954332273,"CD74/CLU/IFI16",3,"1"
"GO:0002819","regulation of adaptive immune response","4/52","217/15373",0.0184331797235023,5.4494859978731,3.84565850736288,0.00615725427277892,0.0432011888204551,0.0315631954332273,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0031342","negative regulation of cell killing","2/52","35/15373",0.0571428571428571,16.8934065934066,5.4839053794431,0.006217276351628,0.0432011888204551,0.0315631954332273,"CLU/HLA-A",2,"1"
"GO:0045589","regulation of regulatory T cell differentiation","2/52","35/15373",0.0571428571428571,16.8934065934066,5.4839053794431,0.006217276351628,0.0432011888204551,0.0315631954332273,"HLA-DRA/HLA-DRB1",2,"1"
"GO:1901798","positive regulation of signal transduction by p53 class mediator","2/52","35/15373",0.0571428571428571,16.8934065934066,5.4839053794431,0.006217276351628,0.0432011888204551,0.0315631954332273,"RPL37/RPS15",2,"1"
"GO:0045619","regulation of lymphocyte differentiation","4/52","218/15373",0.018348623853211,5.42448835568102,3.83298073410748,0.00625686821282023,0.0432292712885761,0.0315837127489251,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"1"
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","2/52","36/15373",0.0555555555555556,16.4241452991453,5.3976591051178,0.00656882903545493,0.044874697230973,0.0327858764395267,"HLA-A/B2M",2,"1"
"GO:0009595","detection of biotic stimulus","2/52","36/15373",0.0555555555555556,16.4241452991453,5.3976591051178,0.00656882903545493,0.044874697230973,0.0327858764395267,"HLA-A/HLA-DRB1",2,"1"
"GO:0031401","positive regulation of protein modification process","5/52","359/15373",0.0139275766016713,4.11747375187487,3.48197082178533,0.00714404583801172,0.0481552995705698,0.0351827154064759,"CD74/LTF/NNMT/HLA-DRB1/BIRC3",5,"1"
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","2/52","38/15373",0.0526315789473684,15.5597165991903,5.23511387808628,0.00729846935365286,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0032609","type II interferon production","3/52","118/15373",0.0254237288135593,7.51613428943937,4.13950324225145,0.0074119746860515,0.0481552995705698,0.0351827154064759,"HLA-A/HLA-DPA1/HLA-DRB1",3,"1"
"GO:0032649","regulation of type II interferon production","3/52","118/15373",0.0254237288135593,7.51613428943937,4.13950324225145,0.0074119746860515,0.0481552995705698,0.0351827154064759,"HLA-A/HLA-DPA1/HLA-DRB1",3,"1"
"GO:1901796","regulation of signal transduction by p53 class mediator","3/52","118/15373",0.0254237288135593,7.51613428943937,4.13950324225145,0.0074119746860515,0.0481552995705698,0.0351827154064759,"CD74/RPL37/RPS15",3,"1"
"GO:0050878","regulation of body fluid levels","5/52","364/15373",0.0137362637362637,4.06091504649197,3.44309806809922,0.00756239528548668,0.0481552995705698,0.0351827154064759,"SAA1/MT-CO2/ACTB/PLAT/ACTG1",5,"1"
"GO:0002761","regulation of myeloid leukocyte differentiation","3/52","119/15373",0.0252100840336134,7.45297349709114,4.11684763988915,0.00758572311959858,0.0481552995705698,0.0351827154064759,"CD74/LTF/HLA-DRB1",3,"1"
"GO:0046634","regulation of alpha-beta T cell activation","3/52","119/15373",0.0252100840336134,7.45297349709114,4.11684763988915,0.00758572311959858,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-A/HLA-DRB1",3,"1"
"GO:0007596","blood coagulation","4/52","231/15373",0.0173160173160173,5.11921411921412,3.6749551216991,0.00765101547142583,0.0481552995705698,0.0351827154064759,"SAA1/ACTB/PLAT/ACTG1",4,"1"
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","4/52","231/15373",0.0173160173160173,5.11921411921412,3.6749551216991,0.00765101547142583,0.0481552995705698,0.0351827154064759,"CD74/LTF/HLA-DRB1/BIRC3",4,"1"
"GO:0002369","T cell cytokine production","2/52","39/15373",0.0512820512820513,15.1607495069034,5.15838933622474,0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-A/B2M",2,"1"
"GO:0002724","regulation of T cell cytokine production","2/52","39/15373",0.0512820512820513,15.1607495069034,5.15838933622474,0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-A/B2M",2,"1"
"GO:0035633","maintenance of blood-brain barrier","2/52","39/15373",0.0512820512820513,15.1607495069034,5.15838933622474,0.00767643404961233,0.0481552995705698,0.0351827154064759,"ACTB/ACTG1",2,"1"
"GO:0045066","regulatory T cell differentiation","2/52","39/15373",0.0512820512820513,15.1607495069034,5.15838933622474,0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0070633","transepithelial transport","2/52","39/15373",0.0512820512820513,15.1607495069034,5.15838933622474,0.00767643404961233,0.0481552995705698,0.0351827154064759,"ACTB/ACTG1",2,"1"
"GO:0016032","viral process","5/52","366/15373",0.0136612021857923,4.03872425388819,3.42774256174273,0.00773444369128867,0.0481552995705698,0.0351827154064759,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"1"
"GO:0010927","cellular component assembly involved in morphogenesis","3/52","120/15373",0.025,7.39086538461539,4.09445366817103,0.00776187394394053,0.0481552995705698,0.0351827154064759,"TPM1/PMP22/ACTG1",3,"1"
"GO:0032989","cellular anatomical entity morphogenesis","3/52","120/15373",0.025,7.39086538461539,4.09445366817103,0.00776187394394053,0.0481552995705698,0.0351827154064759,"TPM1/PMP22/ACTG1",3,"1"
"GO:0050817","coagulation","4/52","233/15373",0.0171673819742489,5.07527236711786,3.65169894534718,0.00788223218796391,0.048653778378498,0.0355469087183625,"SAA1/ACTB/PLAT/ACTG1",4,"1"
"GO:0045471","response to ethanol","3/52","121/15373",0.0247933884297521,7.32978385251113,4.07231599777865,0.00794043490277131,0.0487654992008581,0.035628533003397,"MT-CO2/MT-CYB/MT-ND4",3,"1"
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/52","40/15373",0.05,14.7817307692308,5.08444428614765,0.00806308031231843,0.0492698776873327,0.0359970366759945,"CD74/CLU",2,"1"
"GO:0002181","cytoplasmic translation","45/468","201/15373",0.223880597014925,7.35409491006506,16.0676526082407,1.67137383107104e-26,6.25260950203678e-23,6.06092931372605e-23,"EIF3H/EIF2D/RPL22L1/SYNCRIP/EIF4G1/EIF3D/EIF3L/RPS7/RPS25/RPL23A/RPS16/RPL35A/RPL8/RPL31/RPS5/RPS10/YBX1/RPL7/RPL24/EIF4A2/RPS23/RPL27/RRAGA/RPL13A/RPL5/RPS26/RPL18A/RPS11/RPS18/RPL18/UBA52/RPLP2/RPS6/RPL28/RPL7A/RPL32/RPS27A/RPS9/RPL6/RPL10A/RPS24/RPL21/RPL41/RPL10/NCBP2",45,"2"
"GO:0006119","oxidative phosphorylation","23/468","136/15373",0.169117647058824,5.55522561588738,9.45478672344059,2.03095574264383e-11,3.79890271661528e-08,3.68244343863578e-08,"ATP5PO/GHITM/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/SDHC/NDUFB3/NDUFB7/CYC1/ATP5F1B/UQCRFS1/NDUFB9/DGUOK/NDUFS2/ATP5PD/COX4I1/ATP5MG/CHCHD2/COX5B/UQCRH",23,"2"
