"SYMBOL","ENTREZID"
"TUBA4A","7277"
"POTEI","653269"
"FRMD6","122786"
"NUDC","10726"
"SINHCAF","58516"
"CRIM1","51232"
"FBXO2","26232"
"COX7A1","1346"
"SNU13","4809"
"ARHGAP11A","9824"
"ATOX1","475"
"PROM1","8842"
"GPR160","26996"
"ITGB4","3691"
"PLP2","5355"
"GBP2","2634"
"CLSPN","63967"
"RASIP1","54922"
"GABARAPL2","11345"
"NCOA7","135112"
"POSTN","10631"
"ZCRB1","85437"
"CD14","929"
"SEM1","7979"
"SRSF11","9295"
"NDUFS2","4720"
"CSDE1","7812"
"BOLA3","388962"
"POLR2G","5436"
"AQP3","360"
"PGF","5228"
"FARSA","2193"
"PSAT1","29968"
"ERP44","23071"
"SYNPO2","171024"
"TMEM50A","23585"
"CDH3","1001"
"PNN","5411"
"SEPHS1","22929"
"NMI","9111"
"TRAPPC4","51399"
"CDCA4","55038"
"RTKN2","219790"
"PFDN4","5203"
"TPM3","7170"
"DNALI1","7802"
"RAB18","22931"
"CLDN1","9076"
"HSPA5","3309"
"GTF2A2","2958"
"CD7","924"
"MX2","4600"
"RAC2","5880"
"ANGPTL4","51129"
"NGFR","4804"
"USP53","54532"
"GATA3","2625"
"SERF2","10169"
"ASPG","374569"
"FOXM1","2305"
"FAM178B","51252"
"TGFBI","7045"
"LMNA","4000"
"UPK1B","7348"
"CAST","831"
"MLEC","9761"
"HMCES","56941"
"FLNA","2316"
"CACNA1A","773"
"MYADM","91663"
"TFF1","7031"
"C21orf58","54058"
"ASRGL1","80150"
"INHBA","3624"
"PDIA3","2923"
"SKP1","6500"
"SAC3D1","29901"
"TNF","7124"
"NKG7","4818"
"TPR","7175"
"FYB1","2533"
"NMU","10874"
"RPS15","6209"
"SMIM7","79086"
"SCGB2A2","4250"
"TIMMDC1","51300"
"LAMP3","27074"
"CFAP20","29105"
"POLR2L","5441"
"CNOT7","29883"
"MEX3A","92312"
"PRSS12","8492"
"CLDN11","5010"
"DDX21","9188"
"SDHD","6392"
"SMARCA4","6597"
"TXNDC17","84817"
"TRIM22","10346"
"ALDH7A1","501"
"DDX46","9879"
"DCTN3","11258"
"CHRD","8646"
"FHL2","2274"
"OAZ1","4946"
"RBPMS","11030"
"FKBP4","2288"
"SERPINB7","8710"
"TBL1XR1","79718"
"BACE2","25825"
"RNF213","57674"
"KIF11","3832"
"ARGLU1","55082"
"RRAD","6236"
"SEC11C","90701"
"SRRM2","23524"
"PPIA","5478"
"TYMP","1890"
"ERGIC2","51290"
"LSM14A","26065"
"ATP5F1D","513"
"SCAF11","9169"
"TREM2","54209"
"ARF6","382"
"GTF3C6","112495"
"SERPINH1","871"
"PRRC2C","23215"
"TIMM8B","26521"
"CCT7","10574"
"YIPF3","25844"
"EFNA3","1944"
"PTMS","5763"
"DDX1","1653"
"SOX9","6662"
"SKA2","348235"
"PDLIM4","8572"
"SERTAD4","56256"
"PPHLN1","51535"
"TGFB1I1","7041"
"DHX36","170506"
"DRAP1","10589"
"MT1M","4499"
"CD47","961"
"HDAC1","3065"
"USP16","10600"
"UQCRB","7381"
"IFI35","3430"
"TRA2B","6434"
"EGLN3","112399"
"CDC25C","995"
"FST","10468"
"TP63","8626"
"OLA1","29789"
"RPL38","6169"
"MIA","8190"
"NIFK","84365"
"GPRC5A","9052"
"UBE2E3","10477"
"GINS2","51659"
"ACTG2","72"
"RDX","5962"
"LURAP1L","286343"
"NFKBIA","4792"
"AP1M2","10053"
"TATDN1","83940"
"TRIM28","10155"
"MTPN","136319"
"SSRP1","6749"
"QPRT","23475"
"KDELR2","11014"
"ZFAND5","7763"
"FGF1","2246"
"NFKBIZ","64332"
"NUPR1","26471"
"UBA2","10054"
"TXNIP","10628"
"COPZ1","22818"
"NET1","10276"
"TPD52L1","7164"
"SLC39A2","29986"
"PSMG2","56984"
"MRPL42","28977"
"SERPINA3","12"
"PDLIM1","9124"
"TPRKB","51002"
"MRPL22","29093"
"ZYX","7791"
"SERTAD4-AS1","574036"
"SKA3","221150"
"DONSON","29980"
"LRRC42","115353"
"DSTN","11034"
"NFE4","58160"
"BHLHE40","8553"
"BRINP1","1620"
"DNAJA1","3301"
"FDX1","2230"
"CAVIN1","284119"
"CAPN6","827"
"JAGN1","84522"
"ELOVL5","60481"
"EIPR1","7260"
"NCAPD2","9918"
"NDUFC2","4718"
"MYH9","4627"
"PSMB8","5696"
"NR1H2","7376"
"MUC4","4585"
"MRPS5","64969"
"VAMP8","8673"
"ACTC1","70"
"HNRNPH1","3187"
"CRIPT","9419"
"GPC6","10082"
"BMP5","653"
"NCALD","83988"
"SLC15A3","51296"
"SLC7A5","8140"
"EIF2D","1939"
"KLK5","25818"
"HILPDA","29923"
"RUVBL2","10856"
"CCNH","902"
"ARID5B","84159"
"UPF3A","65110"
"PRELID3B","51012"
"IDO1","3620"
"FADS2","9415"
"PHB2","11331"
"MXRA8","54587"
"BSPRY","54836"
"CTSB","1508"
"AGO2","27161"
"PDE4B","5142"
"GMNN","51053"
"MRPL32","64983"
"RFXANK","8625"
"CYP24A1","1591"
"CDKN2D","1032"
"EFR3B","22979"
"MRPL16","54948"
"SUCLG1","8802"
"CXCL17","284340"
"NEXN","91624"
"NIT2","56954"
"TCEAL9","51186"
"PSMA4","5685"
"TEX30","93081"
"THRAP3","9967"
"TMED9","54732"
"MYBPC1","4604"
"ARHGDIB","397"
"IQGAP1","8826"
"ADM","133"
"KLK7","5650"
"BEX2","84707"
"CTSV","1515"
"RNF5","6048"
"ZNF639","51193"
"DHCR24","1718"
"GORASP2","26003"
"RBM25","58517"
"UROD","7389"
"FYTTD1","84248"
"CLSTN2","64084"
"MCM3","4172"
"YWHAH","7533"
"SBSPON","157869"
"GAS6","2621"
"ERLEC1","27248"
"ZFPM2","23414"
"RABGGTB","5876"
"DNAJC12","56521"
"SSR4","6748"
"FKBP3","2287"
"UQCR10","29796"
"XRCC6","2547"
"TM7SF2","7108"
"TRIB1","10221"
"RSU1","6251"
"NFIA","4774"
"LTBP4","8425"
"IRF2BP2","359948"
"DAP3","7818"
"HEBP2","23593"
"MCM10","55388"
"CSRP1","1465"
"VSNL1","7447"
"NDUFS5","4725"
"SNRPA1","6627"
"GPC4","2239"
"PPP1R15A","23645"
"PTX3","5806"
"SH3BGRL3","83442"
"BIRC2","329"
"HP1BP3","50809"
"TENT5A","55603"
"KIN","22944"
"CEBPG","1054"
"KLHDC3","116138"
"PPDPF","79144"
"TGFBR2","7048"
"NTM","50863"
"PPP4R2","151987"
"FABP3","2170"
"FOLR1","2348"
"BRDT","676"
"PSMB6","5694"
"SERPINB5","5268"
"DAD1","1603"
"CTNNB1","1499"
"FLT1","2321"
"TMPO","7112"
"EIF2S2","8894"
"PRPF38B","55119"
"PAK4","10298"
"PCMTD1","115294"
"SQSTM1","8878"
"TIMM17A","10440"
"TLR2","7097"
"MZT2A","653784"
"TAF7","6879"
"C12orf57","113246"
"ITGA3","3675"
"PTP4A2","8073"
"SMARCB1","6598"
"CIB1","10519"
"GCHFR","2644"
"YME1L1","10730"
"LINC02009","105377068"
"PRSS22","64063"
"BUB1B","701"
"CBX1","10951"
"GBP1","2633"
"TMC4","147798"
"SLC52A2","79581"
"EREG","2069"
"GADD45A","1647"
"LSM8","51691"
"LUC7L3","51747"
"MTX2","10651"
"CALU","813"
"PIN1","5300"
"YTHDF2","51441"
"ISG20","3669"
"CD164","8763"
"BTG2","7832"
"PRIM1","5557"
"CAPN8","388743"
"CKLF","51192"
"BATF","10538"
"EIF2A","83939"
"CYBA","1535"
"SMIM15","643155"
"RNF26","79102"
"BLVRB","645"
"DBF4","10926"
"TUSC3","7991"
"EMC4","51234"
"ASB2","51676"
"AKAP12","9590"
"MND1","84057"
"LAMP1","3916"
"BCAP31","10134"
"BSG","682"
"CDCA7","83879"
"EMC6","83460"
"DCAF13","25879"
"GZMA","3001"
"GPNMB","10457"
"DEFB1","1672"
"EMP1","2012"
"METTL5","29081"
"GZMK","3003"
"BNIP3","664"
"ENAH","55740"
"SLC38A1","81539"
"CKB","1152"
"BRD2","6046"
"VDAC1","7416"
"TUBG1","7283"
"VGLL4","9686"
"RHOB","388"
"WNK1","65125"
"TYMS","7298"
"MRPS14","63931"
"OCIAD1","54940"
"ORMDL1","94101"
"ROPN1","54763"
"BRD4","23476"
"NRXN2","9379"
"CES1","1066"
"UBE2D2","7322"
"MEIOB","254528"
"HACD3","51495"
"CFI","3426"
"EIF5","1983"
"SNRPC","6631"
"TINAGL1","64129"
"POPDC3","64208"
"PDCD2L","84306"
"FRMD3","257019"
"LSM7","51690"
"IGF2BP3","10643"
"DMAC1","90871"
"CYTIP","9595"
"AHNAK","79026"
"LINC01551","387978"
"DLX4","1748"
"SERPINF1","5176"
"NUP37","79023"
"BEX4","56271"
"SUPT4H1","6827"
"C9orf40","55071"
"SP100","6672"
"FCER1G","2207"
"PCBP1","5093"
"BBOX1","8424"
"SLC39A4","55630"
"LMCD1","29995"
"MOXD1","26002"
"NAA20","51126"
"ZNF706","51123"
"COPB2","9276"
"WIPF1","7456"
"RBM39","9584"
"IL7R","3575"
"TSTD1","100131187"
"BNIP3L","665"
"ZHX1","11244"
"UBXN1","51035"
"SDC4","6385"
"YIPF4","84272"
"PLIN2","123"
"NDUFS4","4724"
"PPP1R2","5504"
"NANS","54187"
"OSTC","58505"
"DCTN6","10671"
"NID1","4811"
"CHEK2","11200"
"SELENOK","58515"
"HAUS1","115106"
"DLG1","1739"
"PSMD7","5713"
"PDHA1","5160"
"LRP2","4036"
"EFHD1","80303"
"CHTOP","26097"
"GBP5","115362"
"IMPA2","3613"
"RRAGA","10670"
"HERPUD1","9709"
"KCNMB1","3779"
"SS18L2","51188"
"PYGB","5834"
"CIP2A","57650"
"RALA","5898"
"KRCC1","51315"
"VTCN1","79679"
"GPBP1","65056"
"NDUFAF4","29078"
"LAMC1","3915"
"UBE2A","7319"
"GBP4","115361"
"NAA10","8260"
"EPSTI1","94240"
"LEMD1","93273"
"AKR1C3","8644"
"EXOSC5","56915"
"FAM20A","54757"
"TET1","80312"
"BCLAF1","9774"
"CMSS1","84319"
"GSTM3","2947"
"CHMP4B","128866"
"BMP6","654"
"GOPC","57120"
"MYH14","79784"
"DDX60L","91351"
"HOXB6","3216"
"DUSP6","1848"
"SUSD3","203328"
"FAM174B","400451"
"GAS2L3","283431"
"VPS28","51160"
"FAM133B","257415"
"REEP4","80346"
"RAB27B","5874"
"PLLP","51090"
"PEG10","23089"
"ZNF521","25925"
"UGP2","7360"
"KIF15","56992"
"HERC6","55008"
"DSG3","1830"
"EVL","51466"
"SLC35B2","347734"
"EZR","7430"
"ORC4","5000"
"PFKP","5214"
"CDC26","246184"
"FUBP1","8880"
"ALDH1A3","220"
"PADI2","11240"
"DMKN","93099"
"TMEM50B","757"
"OLAH","55301"
"ATP23","91419"
"CHD4","1108"
"LAPTM5","7805"
"FKBP10","60681"
"SRI","6717"
"EIF2AK2","5610"
"DUSP5","1847"
"VAPA","9218"
"AREG","374"
"AMD1","262"
"LBR","3930"
"EIF4A1","1973"
"RNF168","165918"
"MAGED2","10916"
"DPT","1805"
"ALDH1L1","10840"
"TUBB2B","347733"
"NDUFAF8","284184"
"SNX10","29887"
"TFRC","7037"
"UFD1","7353"
"OSGEP","55644"
"RRP1","8568"
"ELF5","2001"
"TEAD2","8463"
"MAL","4118"
"CREB3L1","90993"
"CHRAC1","54108"
"RRBP1","6238"
"NOL7","51406"
"NINJ1","4814"
"TXNL1","9352"
"BRINP3","339479"
"ZBTB20","26137"
"GATA3-AS1","399717"
"NHP2","55651"
"DNAJC8","22826"
"SNRPD2","6633"
"UFC1","51506"
"RGCC","28984"
"KIF18A","81930"
"POLR2B","5431"
"METRN","79006"
"SMAP1","60682"
"PARPBP","55010"
"KLF9","687"
"COMMD5","28991"
"ZKSCAN1","7586"
"PIK3R1","5295"
"TSC22D1","8848"
"KLRC1","3821"
"CFLAR","8837"
"EDN1","1906"
"DKC1","1736"
"IL6ST","3572"
"CHMP2B","25978"
"PPP1CC","5501"
"HSPA1A","3303"
"ACADM","34"
"GOLGA4","2803"
"OAS3","4940"
"ZNF524","147807"
"MALSU1","115416"
"BLOC1S1","2647"
"UBE2E1","7324"
"SPATC1L","84221"
"SAMD9L","219285"
"TANK","10010"
"SKA1","220134"
"GSTK1","373156"
"METAP2","10988"
"SHARPIN","81858"
"TXNL4A","10907"
"LRRFIP1","9208"
"ACTR10","55860"
"RFK","55312"
"RPL7L1","285855"
"MASTL","84930"
"MTHFD2L","441024"
"ADIPOR1","51094"
"HTRA1","5654"
"FHL3","2275"
"HSPA9","3313"
"PRKDC","5591"
"SAMD11","148398"
"NDUFV2","4729"
"TRAT1","50852"
"RAB11A","8766"
"RNASE7","84659"
"LYPD3","27076"
"ANKRD35","148741"
"STRAP","11171"
"FOXO1","2308"
"IKZF3","22806"
"SCCPDH","51097"
"FNDC1","84624"
"VPS26A","9559"
"CDC37","11140"
"TNIK","23043"
"NES","10763"
"EMC8","10328"
"NR4A1","3164"
"ORC6","23594"
"CCDC34","91057"
"TUBB2A","7280"
"C16orf89","146556"
"PYURF","100996939"
"GOLIM4","27333"
"TMBIM4","51643"
"MRPS25","64432"
"ITGB1BP1","9270"
"SLC51A","200931"
"COX7B","1349"
"DHCR7","1717"
"SNHG9","735301"
"DCPS","28960"
"NUDCD2","134492"
"IDS","3423"
"TSPAN15","23555"
"SNHG25","105376843"
"ARPC1A","10552"
"SNX7","51375"
"MAPK13","5603"
"CDKN1A","1026"
"GART","2618"
"PYM1","84305"
"MORF4L1","10933"
"PDCD2","5134"
"GNLY","10578"
"ELOB","6923"
"SORBS2","8470"
"EMC3","55831"
"METTL9","51108"
"SMIM26","388789"
"SKIL","6498"
"CSTF3","1479"
"KPNB1","3837"
"ENPP1","5167"
"GNPNAT1","64841"
"RBMX","27316"
"ACAT1","38"
"CMPK1","51727"
"RNF7","9616"
"CD46","4179"
"CXCL11","6373"
"WASF2","10163"
"DPYSL2","1808"
"CCL4","6351"
"SRRM1","10250"
"ALDH16A1","126133"
"GON7","84520"
"POLR2J","5439"
"FAM107B","83641"
"SRPRA","6734"
"GLO1","2739"
"ARID4B","51742"
"FXYD5","53827"
"ANKRD12","23253"
"EIF4G2","1982"
"ACTR1B","10120"
"ITIH5","80760"
"MRPS23","51649"
"SERINC2","347735"
"CD81","975"
"PSMB7","5695"
"NDUFV1","4723"
"RBMS1","5937"
"PHF20L1","51105"
"LINC01235","401492"
"ANXA3","306"
"TDG","6996"
"RCAN1","1827"
"THYN1","29087"
"ATP5F1E","514"
"UNC5B","219699"
"ARMCX3","51566"
"TIMM9","26520"
"DRAM2","128338"
"S100A14","57402"
"ACTR3","10096"
"C1orf21","81563"
"ZNF22","7570"
"SEC24D","9871"
"SPHK1","8877"
"PRKCSH","5589"
"EPHA2","1969"
"FAM72D","728833"
"NDUFA13","51079"
"HPF1","54969"
"AGPAT2","10555"
"SCGB1D2","10647"
"NR4A2","4929"
"DDX60","55601"
"TNFRSF12A","51330"
"TBX22","50945"
"PTGR1","22949"
"ARHGEF39","84904"
"PRELP","5549"
"AK4","205"
"CLIC3","9022"
"VAMP5","10791"
"EIF3F","8665"
"NRIP1","8204"
"SNRNP70","6625"
"CAPN2","824"
"MPST","4357"
"ZNF667-AS1","100128252"
"PSME4","23198"
"FKBP1A","2280"
"APOC1","341"
"CISD2","493856"
"CD3E","916"
"RAB31","11031"
"JOSD2","126119"
"ADK","132"
"EIF3G","8666"
"TGIF1","7050"
"HAX1","10456"
"LPP","4026"
"UNC50","25972"
"MANF","7873"
"UQCR11","10975"
"ODF2L","57489"
"PRB2","653247"
"PLD3","23646"
"DERL1","79139"
"MSRB3","253827"
"MUC1","4582"
"PNPT1","87178"
"SMC1A","8243"
"LAMP2","3920"
"NUP107","57122"
"FAM111B","374393"
"KRTCAP3","200634"
"SRPK1","6732"
"GAMT","2593"
"CENPK","64105"
"RRP1B","23076"
"TMPRSS11E","28983"
"VSIG10L2","338667"
"ST13","6767"
"VRK1","7443"
"LMOD1","25802"
"NDUFS8","4728"
"CLEC2B","9976"
"PDCD4","27250"
"AZIN1","51582"
"AK2","204"
"INTS6","26512"
"ITM2C","81618"
"EDIL3","10085"
"ZNF32","7580"
"RAC1","5879"
"SLURP1","57152"
"TRABD2B","388630"
"DDR2","4921"
"CP","1356"
"MACF1","23499"
"DDX17","10521"
"PRDX5","25824"
"ST14","6768"
"DCTN2","10540"
"IRX2","153572"
"PRKCI","5584"
"MARCKS","4082"
"LPAR6","10161"
"ZNF90","7643"
"ILF3","3609"
"CHCHD3","54927"
"EHF","26298"
"AKT3","10000"
"ZNF146","7705"
"LOXL1","4016"
"PCID2","55795"
"CYTOR","112597"
"COPS5","10987"
"MRPL19","9801"
"FH","2271"
"ASPH","444"
"CLNS1A","1207"
"MEF2C","4208"
"CSAD","51380"
"ATIC","471"
"UQCC3","790955"
"RND3","390"
"SUV39H2","79723"
"LRP12","29967"
"COL4A6","1288"
"ITGA2","3673"
"C1QB","713"
"PCAT18","728606"
"PLK2","10769"
"FCGRT","2217"
"BARD1","580"
"NME4","4833"
"C12orf75","387882"
"LHX3","8022"
"ATP12A","479"
"SPESP1","246777"
"SPDL1","54908"
"TNFSF13B","10673"
"BZW2","28969"
"HCST","10870"
"GDF15","9518"
"CREG2","200407"
"MRPL21","219927"
"PTPRE","5791"
"FOXD3-AS1","100996301"
"ARC","23237"
"EIF2AK1","27102"
"LY6D","8581"
"C4A","720"
"BUB3","9184"
"C19orf33","64073"
"TCEAL4","79921"
"PDCD10","11235"
"FMC1","154791"
"TNFRSF14","8764"
"DDX24","57062"
"OIP5","11339"
"GGT5","2687"
"PFN2","5217"
"GFRA1","2674"
"ATG3","64422"
"TMEM179B","374395"
"ALDH2","217"
"RNPS1","10921"
"BRI3","25798"
"PRF1","5551"
"REL","5966"
"PIGX","54965"
"SPINT1","6692"
"GUK1","2987"
"UNG","7374"
"MARCO","8685"
"MYO6","4646"
"ZNF165","7718"
"CHEK1","1111"
"GLRX","2745"
"TSPAN13","27075"
"CDK2AP2","10263"
"GUCY1A1","2982"
"RAB8A","4218"
"EDF1","8721"
"LAMB3","3914"
"LRRCC1","85444"
"PDZK1","5174"
"IRAK1","3654"
"CITED4","163732"
"TIMM50","92609"
"SELENOH","280636"
"PIK3CD-AS2","101929074"
"OSMR","9180"
"NUP62","23636"
"KRTCAP2","200185"
"PREB","10113"
"NDUFA1","4694"
"ACADVL","37"
"SH3BGRL","6451"
"PRRX1","5396"
"ZNF580","51157"
"DDX49","54555"
"UBE2D3","7323"
"GRSF1","2926"
"ANKRD33B","651746"
"AHCYL1","10768"
"TIPRL","261726"
"RPP38","10557"
"PFKL","5211"
"CRACR2B","283229"
"SUSD4","55061"
"SDF2","6388"
"RORA","6095"
"SMIM14","201895"
"KIF18B","146909"
"RNF181","51255"
"NOP58","51602"
"HNRNPAB","3182"
"FSCN1","6624"
"CD27","939"
"CCDC14","64770"
"TSPAN7","7102"
"SLC16A3","9123"
"LINC00885","401109"
"HNRNPR","10236"
"SYNE2","23224"
"TMEM54","113452"
"CAV2","858"
"NDUFB10","4716"
"HSPH1","10808"
"TAF1D","79101"
"CHL1","10752"
"ACSL6","23305"
"C5orf46","389336"
"TAPBP","6892"
"IRX4","50805"
"ERRFI1","54206"
"NINJ2","4815"
"DCAF7","10238"
"SMAD6","4091"
"OGFRL1","79627"
"C11orf58","10944"
"LYPLA1","10434"
"SRSF10","10772"
"GATA6","2627"
"FOXP1","27086"
"ARL5B","221079"
"USF2","7392"
"COL9A2","1298"
"VAV3","10451"
"NXPH4","11247"
"CTNNAL1","8727"
"ABL2","27"
"PHYHD1","254295"
"MMP10","4319"
"IER5","51278"
"SEPHS2","22928"
"ALKAL2","285016"
"GPX4","2879"
"PRAME","23532"
"PRKRA","8575"
"KRT6A","3853"
"EEF1AKMT4","110599564"
"MRPL55","128308"
"ENHO","375704"
"ATP1A4","480"
"KLK6","5653"
"PRPF18","8559"
"FOXC1","2296"
"PI3","5266"
"SYPL1","6856"
"EIF6","3692"
"FERMT2","10979"
"GALNT6","11226"
"TMEM183A","92703"
"VWA1","64856"
"CAND1","55832"
"LIMA1","51474"
"DCUN1D1","54165"
"SMC6","79677"
"MAX","4149"
"ACAA2","10449"
"COX17","10063"
"ANXA5","308"
"SYF2","25949"
"PARK7","11315"
"MFSD1","64747"
"PPP1R14B","26472"
"CFLAR-AS1","65072"
"DNAJC3","5611"
"C4B","721"
"PHAX","51808"
"PXDN","7837"
"CD151","977"
"GSDME","1687"
"NPTN","27020"
"ACTR3B","57180"
"NFASC","23114"
"BZW1","9689"
"NEURL1B","54492"
"KMT5C","84787"
"CD55","1604"
"PSMD1","5707"
"CD53","963"
"CS","1431"
"MED30","90390"
"UBE2K","3093"
"INSIG1","3638"
"TRBC1","28639"
"FUNDC1","139341"
"USP31","57478"
"CTSC","1075"
"NABP2","79035"
"PSME2","5721"
"TTLL7","79739"
"HSPA1B","3304"
"DHRS3","9249"
"TSN","7247"
"CTSD","1509"
"SMG1","23049"
"WWTR1","25937"
"CCAR1","55749"
"RAB13","5872"
"DEPP1","11067"
"STOM","2040"
"UBE2I","7329"
"IRF7","3665"
"BPTF","2186"
"LAMA3","3909"
"TMEM255B","348013"
"TFPI2","7980"
"SF1","7536"
"MBD4","8930"
"BCAM","4059"
"SLBP","7884"
"PRNP","5621"
"RNASE4","6038"
"SLC25A39","51629"
"IRF9","10379"
"TSC22D2","9819"
"GLUL","2752"
"GIMAP4","55303"
"ZNF593","51042"
"AKAP9","10142"
"CKAP4","10970"
"THUMPD3","25917"
"FAM32A","26017"
"SF3B1","23451"
"GPR180","160897"
"SNRPN","6638"
"HSPA2","3306"
"KCNMA1","3778"
"INSR","3643"
"CKAP5","9793"
"ATP6V1F","9296"
"EIF5B","9669"
"OFD1","8481"
"CENPX","201254"
"SELENOS","55829"
"GPAT3","84803"
"ANXA7","310"
"NRBF2","29982"
"HDLBP","3069"
"YPEL3","83719"
"RBM47","54502"
"SLC39A7","7922"
"MRPS10","55173"
"RAB4A","5867"
"RNPEP","6051"
"LPIN2","9663"
"ECHDC3","79746"
"ITGB8","3696"
"CCDC59","29080"
"MRPL48","51642"
"S100A4","6275"
"RPS27L","51065"
"FAAP20","199990"
"LINC01198","101929344"
"KLHL21","9903"
"G2E3","55632"
"MTCH2","23788"
"TOP1MT","116447"
"NFKB1","4790"
"LXN","56925"
"PSMD12","5718"
"AP2S1","1175"
"KIF22","3835"
"UBE2B","7320"
"SYCP2","10388"
"GAS2L1","10634"
"CANX","821"
"SP110","3431"
"RNASE1","6035"
"LRRC59","55379"
"ANKRD11","29123"
"CXCL10","3627"
"PLK3","1263"
"DAXX","1616"
"SOX11","6664"
"PRDM1","639"
"MFSD12","126321"
"PTP4A1","7803"
"IMPDH2","3615"
"MEA1","4201"
"RNF150","57484"
"IFNAR1","3454"
"TAF12","6883"
"PPP1CB","5500"
"SOCS3","9021"
"GSDMC","56169"
"SYAP1","94056"
"PLAUR","5329"
"CCDC124","115098"
"FARP1","10160"
"NAMPT","10135"
"LRRC75A","388341"
"MAP1LC3A","84557"
"EIF3M","10480"
"SNAI2","6591"
"CLDN8","9073"
"HIBADH","11112"
"U2SURP","23350"
"SAR1A","56681"
"RAB3D","9545"
"TGOLN2","10618"
"EIF3A","8661"
"ALDH9A1","223"
"REEP3","221035"
"UBE2J2","118424"
"PSME1","5720"
"PYCR2","29920"
"SRSF4","6429"
"FOXQ1","94234"
"TMEM100","55273"
"PAMR1","25891"
"CST7","8530"
"TFCP2L1","29842"
"NEDD8","4738"
"FAM120A","23196"
"MAGOHB","55110"
"SNF8","11267"
"MCTS1","28985"
"ZNF83","55769"
"UBAC2","337867"
"LYAR","55646"
"SUGP2","10147"
"NOSIP","51070"
"C3","718"
"LITAF","9516"
"G0S2","50486"
"TUBB6","84617"
"GTF2E2","2961"
"SNRPA","6626"
"GPM6B","2824"
"DECR1","1666"
"ISCU","23479"
"RPS19BP1","91582"
"EIF2S1","1965"
"WSB1","26118"
"PEG3","5178"
"KIF21A","55605"
"SAMD5","389432"
"KLF2","10365"
"CMTM8","152189"
"PIM3","415116"
"NCAPD3","23310"
"OPTN","10133"
"EXO1","9156"
"SLC38A2","54407"
"GABPB1-AS1","100129387"
"HLA-DRB5","3127"
"PFKFB3","5209"
"RHOH","399"
"ASF1A","25842"
"CHAF1B","8208"
"ISCA1","81689"
"BAZ1A","11177"
"EPHX1","2052"
"S100B","6285"
"ATP6V1D","51382"
"IER3IP1","51124"
"DDX6","1656"
"ACYP1","97"
"ZNF292","23036"
"PHIP","55023"
"TPGS2","25941"
"CDH1","999"
"LIMS1","3987"
"IFRD1","3475"
"SDHA","6389"
"FKBP2","2286"
"HM13","81502"
"NDUFB11","54539"
"CHD1","1105"
"YWHAE","7531"
"COPS9","150678"
"RPL17","6139"
"NECTIN1","5818"
"WDR43","23160"
"FAM136A","84908"
"TFDP1","7027"
"SSNA1","8636"
"GABRB3","2562"
"YES1","7525"
"LINC01436","100996609"
"PER1","5187"
"SULT2B1","6820"
"CENPM","79019"
"CHMP3","51652"
"PLEKHA3","65977"
"PEX13","5194"
"EMD","2010"
"IGFBP7","3490"
"BRWD1","54014"
"ARV1","64801"
"NELFCD","51497"
"PALMD","54873"
"NWD1","284434"
"UBE2G2","7327"
"DYNLRB1","83658"
"ALKBH2","121642"
"SDCBP","6386"
"TAP2","6891"
"TCEA1","6917"
"DDX10","1662"
"ATP5MF","9551"
"FUNDC2","65991"
"RHOA","387"
"SLC16A1","6566"
"MAN2A1","4124"
"SUPT5H","6829"
"PART1","25859"
"KANK2","25959"
"PWP1","11137"
"KCTD1","284252"
"MCRS1","10445"
"HAUS8","93323"
"USP34","9736"
"BAALC","79870"
"C2orf76","130355"
"PRR15","222171"
"MTHFD2","10797"
"PHF6","84295"
"ANKRD28","23243"
"GLRA3","8001"
"TOR3A","64222"
"COX20","116228"
"DDA1","79016"
"CD37","951"
"CXCL3","2921"
"KDM5B","10765"
"EIF2S3","1968"
"TIMP2","7077"
"TTF2","8458"
"LMO7","4008"
"PPIH","10465"
"HENMT1","113802"
"NOCT","25819"
"PAFAH1B2","5049"
"PNKD","25953"
"MAP3K8","1326"
"RPIA","22934"
"SF3B4","10262"
"AP3B1","8546"
"RSL24D1","51187"
"PET100","100131801"
"TNPO2","30000"
"G3BP2","9908"
"FIP1L1","81608"
"RWDD1","51389"
"AXL","558"
"SSU72","29101"
"TOB1","10140"
"TSC22D3","1831"
"ACTR2","10097"
"ARMCX6","54470"
"COMMD2","51122"
"PHF14","9678"
"GLRX2","51022"
"NSG1","27065"
"MNAT1","4331"
"DDIT3","1649"
"NOP16","51491"
"PSMA1","5682"
"PRB1","5542"
"LRR1","122769"
"MEIS3","56917"
"MIR4458HG","100505738"
"SARAF","51669"
"ANKRD10","55608"
"VSIG2","23584"
"ID4","3400"
"TMEM176A","55365"
"JMJD1C","221037"
"CERS2","29956"
"AHNAK2","113146"
"PTPRM","5797"
"NOA1","84273"
"MSH6","2956"
"TTC14","151613"
"TLE4","7091"
"ETHE1","23474"
"TBC1D10C","374403"
"CD109","135228"
"WDR46","9277"
"NPY","4852"
"TMF1","7110"
"DNAJB6","10049"
"RELB","5971"
"ANXA11","311"
"SMOX","54498"
"U2AF2","11338"
"LUCAT1","100505994"
"GID8","54994"
"HSD17B10","3028"
"SDF4","51150"
"LINC00665","100506930"
"PDXK","8566"
"CENPU","79682"
"NRN1","51299"
"F3","2152"
"DDR1","780"
"BCL11A","53335"
"PPP3CA","5530"
"HOXB2","3212"
"KLHDC2","23588"
"ABCC8","6833"
"NDUFA6","4700"
"SETD5","55209"
"CPQ","10404"
"GNB2","2783"
