"SYMBOL","ENTREZID"
"SETD7","80854"
"MGST2","4258"
"MAML3","55534"
"SCOC","60592"
"SCOC-AS1","100129858"
"CLGN","1047"
"ELMOD2","255520"
"TBC1D9","23158"
"RNF150","57484"
"ZNF330","27309"
"LINC02432","100507639"
"IL15","3600"
"INPP4B","8821"
"USP38","84640"
"GAB1","2549"
"SMARCA5","8467"
"GYPE","2996"
"HHIP-AS1","646576"
"HHIP","64399"
"ANAPC10","10393"
"ABCE1","6059"
"OTUD4","54726"
"SMAD1","4086"
"MMAA","166785"
"C4orf51","646603"
"ZNF827","152485"
"LSM6","11157"
"REELD1","345051"
"SLC10A7","84068"
"EDNRA","1909"
"TMEM184C","55751"
"PRMT9","90826"
"ARHGAP10","79658"
"NR3C2","4306"
"DCLK2","166614"
"LRBA","987"
"RPS3A","6189"
"SH3D19","152503"
"GATB","5188"
"LINC02273","100996286"
"FBXW7","55294"
"TMEM154","201799"
"TIGD4","201798"
"ARFIP1","27236"
"FHDC1","85462"
"TRIM2","23321"
"MND1","84057"
"TMEM131L","23240"
"TLR2","7097"
"RNF175","285533"
"SFRP2","6423"
"PLRG1","5356"
"LRAT","9227"
"MAP9","79884"
"GUCY1A1","2982"
"GUCY1B1","2983"
"TDO2","6999"
"CTSO","1519"
"PDGFC","56034"
"GLRB","2743"
"GRIA2","2891"
"TMEM144","55314"
"C4orf46","201725"
"ETFDH","2110"
"PPID","5481"
"FNIP2","57600"
"RAPGEF2","9693"
"NAF1","92345"
"NPY1R","4886"
"NPY5R","4889"
"TMA16","55319"
"APELA","100506013"
"TRIM61","391712"
"FAM218A","152756"
"TMEM192","201931"
"KLHL2","11275"
"MSMO1","6307"
"CPE","1363"
"DDX60","55601"
"DDX60L","91351"
"PALLD","23022"
"CBR4","84869"
"SH3RF1","57630"
"NEK1","4750"
"CLCN3","1182"
"HPF1","54969"
"MFAP3L","9848"
"AADAT","51166"
"GALNT7","51809"
"HMGB2","3148"
"SAP30","8819"
"SCRG1","11341"
"HAND2","9464"
"HAND2-AS1","79804"
"LINC02269","101928478"
"FBXO8","26269"
"CEP44","80817"
"HPGD","3248"
"GPM6A","2823"
"WDR17","116966"
"SPATA4","132851"
"SPCS3","60559"
"VEGFC","7424"
"NEIL3","55247"
"AGA","175"
"TENM3","55714"
"DCTD","1635"
"WWC2-AS2","152641"
"WWC2","80014"
"CDKN2AIP","55602"
"ING2","3622"
"RWDD4","201965"
"TRAPPC11","60684"
"STOX2","56977"
"ENPP6","133121"
"LINC02363","728175"
"LINC02362","102723766"
"IRF2","3660"
"CASP3","836"
"PRIMPOL","201973"
"CENPU","79682"
"ACSL1","2180"
"MIR3945HG","731424"
"SLC25A4","291"
"CFAP97","57587"
"SNX25","83891"
"LRP2BP","55805"
"ANKRD37","353322"
"UFSP2","55325"
"CCDC110","256309"
"PDLIM3","27295"
"SORBS2","8470"
"TLR3","7098"
"FAM149A","25854"
"CYP4V2","285440"
"KLKB1","3818"
"FAT1","2195"
"LINC02515","102723920"
"TRIML2","205860"
"FRG1-DT","728339"
"FRG1","2483"
"PLEKHG4B","153478"
"CCDC127","133957"
"SDHA","6389"
"PDCD6","10016"
"AHRR","57491"
"EXOC3-AS1","116349"
"EXOC3","11336"
"SLC9A3","6550"
"CEP72","55722"
"TPPP","11076"
"ZDHHC11B","653082"
"ZDHHC11","79844"
"BRD9","65980"
"TRIP13","9319"
"NKD2","85409"
"SLC12A7","10723"
"TERT","7015"
"CLPTM1L","81037"
"LPCAT1","79888"
"MRPL36","64979"
"NDUFS6","4726"
"IRX4","50805"
"IRX2","153572"
"IRX1","79192"
"ADAMTS16","170690"
"ICE1","23379"
"MED10","84246"
"UBE2QL1","134111"
"LINC01018","255167"
"NSUN2","54888"
"SRD5A1","6715"
"LINC02102","100505625"
"TENT4A","11044"
"ADCY2","108"
"MTRR","4552"
"FASTKD3","79072"
"MIR4458HG","100505738"
"SEMA5A","9037"
"SNHG18","100505806"
"CCT5","22948"
"CMBL","134147"
"ROPN1L","83853"
"ANKRD33B","651746"
"DAP","1611"
"CTNND2","1501"
"LINC01194","404663"
"DNAH5","1767"
"TRIO","7204"
"OTULINL","54491"
"OTULIN","90268"
"ANKH","56172"
"LINC02149","101929454"
"FBXL7","23194"
"ZNF622","90441"
"RETREG1","54463"
"MYO10","4651"
"BASP1","10409"
"CDH12","1010"
"LINC02109","101929660"
"DROSHA","29102"
"C5orf22","55322"
"PDZD2","23037"
"GOLPH3","64083"
"MTMR12","54545"
"ZFR","51663"
"SUB1","10923"
"NPR3","4883"
"ADAMTS12","81792"
"AMACR","23600"
"C1QTNF3","114899"
"RAI14","26064"
"TTC23L","153657"
"RAD1","5810"
"BRIX1","55299"
"DNAJC21","134218"
"PRLR","5618"
"SPEF2","79925"
"IL7R","3575"
"CAPSL","133690"
"UGT3A2","167127"
"LMBRD2","92255"
"SKP2","6502"
"NADK2","133686"
"SLC1A3","6507"
"NIPBL","25836"
"CPLANE1","65250"
"NUP155","9631"
"WDR70","55100"
"EGFLAM","133584"
"LIFR","3977"
"LIFR-AS1","100506495"
"OSMR","9180"
"RICTOR","253260"
"FYB1","2533"
"DAB2","1601"
"LINC02104","101926940"
"TTC33","23548"
"PTGER4","5734"
"PRKAA1","5562"
"RPL37","6167"
"CARD6","84674"
"C7","730"
"OXCT1","5019"
"FBXO4","26272"
"GHR","2690"
"CCDC152","100129792"
"SELENOP","6414"
"ANXA2R","389289"
"ZNF131","7690"
"NIM1K","167359"
"HMGCS1","3157"
"CCL28","56477"
"TMEM267","64417"
"C5orf34","375444"
"PAIP1","10605"
"NNT-AS1","100652772"
"NNT","23530"
"MRPS30-DT","100506674"
"MRPS30","10884"
"HCN1","348980"
"EMB","133418"
"PARP8","79668"
"ITGA1","3672"
"PELO","53918"
"ITGA2","3673"
"MOCS2","4338"
"FST","10468"
"NDUFS4","4724"
"ARL15","54622"
"SNX18","112574"
"ESM1","11082"
"GZMK","3003"
"GZMA","3001"
"GPX8","493869"
"CCNO","10309"
"DHX29","54505"
"MTREX","23517"
"PLPP1","8611"
"SLC38A9","153129"
"IL31RA","133396"
"IL6ST","3572"
"ANKRD55","79722"
"MAP3K1","4214"
"SETD9","133383"
"MIER3","166968"
"GPBP1","65056"
"ACTBL2","345651"
"PLK2","10769"
"GAPT","202309"
"RAB3C","115827"
"PDE4D","5144"
"PART1","25859"
"DEPDC1B","55789"
"ELOVL7","79993"
"ERCC8","1161"
"NDUFAF2","91942"
"SMIM15","643155"
"ZSWIM6","57688"
"KIF2A","3796"
"DIMT1","27292"
"IPO11","51194"
"RNF180","285671"
"RGS7BP","401190"
"SREK1IP1","285672"
"CWC27","10283"
"ADAMTS6","11174"
"CENPK","64105"
"PPWD1","23398"
"TRIM23","373"
"TRAPPC13","80006"
"SHLD3","112441434"
"SGTB","54557"
"NLN","57486"
"ERBIN","55914"
"SREK1","140890"
"MAST4","375449"
"MAST4-AS1","101928794"
"CD180","4064"
"LINC02242","105379006"
"PIK3R1","5295"
"SLC30A5","64924"
"CCNB1","891"
"CENPH","64946"
"CDK7","1022"
"CCDC125","202243"
"AK6","102157402"
"TAF9","6880"
"RAD17","5884"
"MARVELD2","153562"
"OCLN","100506658"
"GTF2H2C","728340"
"SERF1B","728492"
"SMN2","6607"
"SERF1A","8293"
"SMN1","6606"
"NAIP","4671"
"GTF2H2","2966"
"BDP1","55814"
"MCCC2","64087"
"MAP1B","4131"
"MRPS27","23107"
"PTCD2","79810"
"ZNF366","167465"
"TNPO1","3842"
"FCHO2","115548"
"TMEM171","134285"
"FOXD1","2297"
"BTF3","689"
"ANKRA2","57763"
"UTP15","84135"
"ARHGEF28","64283"
"ENC1","8507"
"HEXB","3074"
"GFM2","84340"
"NSA2","10412"
"FAM169A","26049"
"GCNT4","51301"
"ANKRD31","256006"
"HMGCR","3156"
"POLK","51426"
"ANKDD1B","728780"
"POC5","134359"
"SV2C","22987"
"IQGAP2","10788"
"F2RL2","2151"
"F2R","2149"
"F2RL1","2150"
"S100Z","170591"
"CRHBP","1393"
"AGGF1","55109"
"ZBED3","84327"
"ZBED3-AS1","728723"
"PDE8B","8622"
"WDR41","55255"
"OTP","23440"
"TBCA","6902"
"AP3B1","8546"
"SCAMP1-AS1","728769"
"SCAMP1","9522"
"LHFPL2","10184"
"ARSB","411"
"DMGDH","29958"
"BHMT2","23743"
"JMY","133746"
"HOMER1","9456"
"TENT2","167153"
"CMYA5","202333"
"MTX3","345778"
"THBS4","7060"
"SERINC5","256987"
"ZFYVE16","9765"
"FAM151B","167555"
"ANKRD34B","340120"
"DHFR","1719"
"MSH3","4437"
"RASGRF2","5924"
"CKMT2-AS1","100131067"
"CKMT2","1160"
"ZCCHC9","84240"
"SSBP2","23635"
"ATG10","83734"
"RPS23","6228"
"ATP6AP1L","92270"
"TMEM167A","153339"
"XRCC4","7518"
"VCAN","1462"
"HAPLN1","1404"
"EDIL3","10085"
"COX7C","1350"
"RASA1","5921"
"CCNH","902"
"TMEM161B","153396"
"MEF2C","4208"
"MEF2C-AS1","101929423"
"CETN3","1070"
"MBLAC2","153364"
"POLR3G","10622"
"LYSMD3","116068"
"ADGRV1","84059"
"LUCAT1","100505994"
"ARRDC3","57561"
"ARRDC3-AS1","100129716"
"NR2F1-AS1","441094"
"NR2F1","7025"
"POU5F2","134187"
"KIAA0825","285600"
"SLF1","84250"
"MCTP1","79772"
"ARSK","153642"
"RFESD","317671"
"SPATA9","83890"
"RHOBTB3","22836"
"GLRX","2745"
"LINC01554","202299"
"ELL2","22936"
"PCSK1","5122"
"CAST","831"
"ERAP1","51752"
"ERAP2","64167"
"LNPEP","4012"
"LIX1","167410"
"RIOK2","55781"
"RGMB","285704"
"RGMB-AS1","503569"
"CHD1","1105"
"FAM174A","345757"
"ST8SIA4","7903"
"SLCO4C1","353189"
"SLCO6A1","133482"
"PAM","5066"
"GIN1","54826"
"PPIP5K2","23262"
"NUDT12","83594"
"EFNA5","1946"
"FBXL17","64839"
"LINC01023","100652853"
"FER","2241"
"PJA2","9867"
"MAN2A1","4124"
"TMEM232","642987"
"SLC25A46","91137"
"TSLP","85480"
"WDR36","134430"
"CAMK4","814"
"STARD4","134429"
"STARD4-AS1","100505678"
"NREP","9315"
"EPB41L4A","64097"
"EPB41L4A-AS1","114915"
"EPB41L4A-DT","54508"
"APC","324"
"SRP19","6728"
"REEP5","7905"
"DCP2","167227"
"MCC","4163"
"YTHDC2","64848"
"TRIM36","55521"
"PGGT1B","5229"
"CCDC112","153733"
"FEM1C","56929"
"TMED7","51014"
"CDO1","1036"
"ATG12","9140"
"AP3S1","1176"
"COMMD10","51397"
"SEMA6A","57556"
"SEMA6A-AS1","101927233"
"LINC02208","101927280"
"DTWD2","285605"
"DMXL1","1657"
"TNFAIP8","25816"
"HSD17B4","3295"
"PRR16","51334"
"SRFBP1","153443"
"LOX","4015"
"SNCAIP","9627"
"LINC02201","101927379"
"SNX2","6643"
"SNX24","28966"
"PPIC","5480"
"PRDM6","93166"
"CEP120","153241"
"CSNK1G3","1456"
"ZNF608","57507"
"LINC02240","101927460"
"GRAMD2B","65983"
"ALDH7A1","501"
"PHAX","51808"
"LMNB1","4001"
"C5orf63","401207"
"MEGF10","84466"
"PRRC1","133619"
"SLC12A2","6558"
"FBN2","2201"
"SLC27A6","28965"
"ISOC1","51015"
"ADAMTS19","171019"
"CHSY3","337876"
"HINT1","3094"
"LYRM7","90624"
"CDC42SE2","56990"
"RAPGEF6","51735"
"FNIP1","96459"
"MEIKIN","728637"
"ACSL6","23305"
"CSF2","1437"
"P4HA2","8974"
"PDLIM4","8572"
"SLC22A4","6583"
"SLC22A5","6584"
"IRF1","3659"
"RAD50","10111"
"IL13","3596"
"KIF3A","11127"
"CCNI2","645121"
"SOWAHA","134548"
"SHROOM1","134549"
"GDF9","2661"
"UQCRQ","27089"
"LEAP2","116842"
"AFF4","27125"
"ZCCHC10","54819"
"HSPA4","3308"
"FSTL4","23105"
"C5orf15","56951"
"VDAC1","7416"
"TCF7","6932"
"SKP1","6500"
"PPP2CA","5515"
"CDKL3","51265"
"UBE2B","7320"
"CDKN2AIPNL","91368"
"JADE2","23338"
"SAR1B","51128"
"SEC24A","10802"
"CAMLG","819"
"DDX46","9879"
"C5orf24","134553"
"TXNDC15","79770"
"PCBD2","84105"
"CATSPER3","347732"
"PITX1","5307"
"TIFAB","497189"
"CXCL14","9547"
"SLC25A48","153328"
"TGFBI","7045"
"SMAD5-AS1","9597"
"SMAD5","4090"
"SPOCK1","6695"
"KLHL3","26249"
"HNRNPA0","10949"
"MYOT","9499"
"PKD2L2","27039"
"FAM13B","51306"
"NME5","8382"
"BRD8","10902"
"KIF20A","10112"
"CDC23","8697"
"GFRA3","2676"
"CDC25C","995"
"FAM53C","51307"
"KDM3B","51780"
"REEP2","51308"
"EGR1","1958"
"ETF1","2107"
"HSPA9","3313"
"CTNNA1","1495"
"SIL1","64374"
"SNHG4","724102"
"PAIP2","51247"
"MZB1","51237"
"PROB1","389333"
"SPATA24","202051"
"DNAJC18","202052"
"ECSCR","641700"
"UBE2D2","7322"
"CXXC5","51523"
"NRG2","9542"
"MALINC1","100505636"
"PURA","5813"
"IGIP","492311"
"CYSTM1","84418"
"PFDN1","5201"
"HBEGF","1839"
"ANKHD1","54882"
"ANKHD1-EIF4EBP3","404734"
"SRA1","10011"
"EIF4EBP3","8637"
"APBB3","10307"
"SLC35A4","113829"
"CD14","929"
"NDUFA2","4695"
"TMCO6","55374"
"IK","3550"
"WDR55","54853"
"DND1","373863"
"HARS2","23438"
"ZMAT2","153527"
"PCDHA4","56144"
"PCDHA9","9752"
"PCDHA12","56137"
"PCDHB1","29930"
"PCDHB2","56133"
"PCDHB4","56131"
"PCDHB6","56130"
"PCDHB7","56129"
"PCDHB8","56128"
"PCDHB16","57717"
"PCDHB9","56127"
"PCDHB10","56126"
"PCDHB13","56123"
"PCDHB14","56122"
"PCDHB15","56121"
"TAF7","6879"
"PCDHGA1","56114"
"PCDHGA2","56113"
"PCDHGB1","56104"
"PCDHGA5","56110"
"PCDHGA6","56109"
"PCDHGA8","9708"
"PCDHGB6","56100"
"PCDHGA10","56106"
"DIAPH1","1729"
"HDAC3","8841"
"RELL2","285613"
"FCHSD1","89848"
"ARAP3","64411"
"PCDH1","5097"
"DELE1","9812"
"PCDH12","51294"
"RNF14","9604"
"GNPDA1","10007"
"NDFIP1","80762"
"SPRY4","81848"
"SPRY4-AS1","101926941"
"FGF1","2246"
"ARHGAP26","23092"
"NR3C1","2908"
"HMHB1","57824"
"YIPF5","81555"
"KCTD16","57528"
"PRELID2","153768"
"SH3RF2","153769"
"PLAC8L1","153770"
"RBM27","54439"
"TCERG1","10915"
"PPP2R2B","5521"
"STK32A","202374"
"DPYSL3","1809"
"JAKMIP2","9832"
"SPINK1","6690"
"SCGB3A2","117156"
"C5orf46","389336"
"SPINK6","404203"
"SPINK9","643394"
"FBXO38","81545"
"ADRB2","154"
"SH3TC2","79628"
"ABLIM3","22885"
"AFAP1L1","134265"
"GRPEL2","134266"
"PCYOX1L","78991"
"IL17B","27190"
"CARMN","728264"
"CSNK1A1","1452"
"ARHGEF37","389337"
"PPARGC1B","133522"
"PDE6A","5145"
"SLC26A2","1836"
"TIGD6","81789"
"HMGXB3","22993"
"CSF1R","1436"
"PDGFRB","5159"
"SLC6A7","6534"
"ARSI","340075"
"TCOF1","6949"
"CD74","972"
"RPS14","6208"
"NDST1-AS1","102546298"
"NDST1","3340"
"SYNPO","11346"
"MYOZ3","91977"
"RBM22","55696"
"DCTN4","51164"
"SMIM3","85027"
"ZNF300","91975"
"GPX3","2878"
"TNIP1","10318"
"ANXA6","309"
"CCDC69","26112"
"GM2A","2760"
"SLC36A1","206358"
"FAT2","2196"
"SPARC","6678"
"ATOX1","475"
"G3BP1","10146"
"LINC01933","101927115"
"FAM114A2","10827"
"MFAP3","4238"
"GALNT10","55568"
"SAP30L","79685"
"LARP1","23367"
"FAXDC2","10826"
"CNOT8","9337"
"GEMIN5","25929"
"MRPL22","29093"
"KIF4B","285643"
"SGCD","6444"
"PPP1R2B","153743"
"TIMD4","91937"
"HAVCR2","84868"
"MED7","9443"
"ITK","3702"
"CYFIP2","26999"
"FNDC9","408263"
"ADAM19","8728"
"NIPAL4","348938"
"THG1L","54974"
"LSM11","134353"
"CLINT1","9685"
"EBF1","1879"
"LINC02202","101927740"
"RNF145","153830"
"UBLCP1","134510"
"TTC1","7265"
"PWWP2A","114825"
"CCNJL","79616"
"C1QTNF2","114898"
"SLU7","10569"
"PTTG1","9232"
"MIR3142HG","107075116"
"ATP10B","23120"
"LINC02159","285629"
"GABRB2","2561"
"GABRA1","2554"
"CCNG1","900"
"NUDCD2","134492"
"HMMR","3161"
"MAT2B","27430"
"TENM2","57451"
"WWC1","23286"
"FBLL1","345630"
"PANK3","79646"
"SLIT3","6586"
"SPDL1","54908"
"DOCK2","1794"
"FOXI1","2299"
"LCP2","3937"
"KCNIP1","30820"
"KCNMB1","3779"
"GABRP","2568"
"RANBP17","64901"
"TLX3","30012"
"NPM1","4869"
"FGF18","8817"
"FBXW11","23291"
"STK10","6793"
"UBTD2","92181"
"SH3PXD2B","285590"
"NEURL1B","54492"
"DUSP1","1843"
"ERGIC1","57222"
"RPL26L1","51121"
"ATP6V0E1","8992"
"CREBRF","153222"
"BNIP1","662"
"NKX2-5","1482"
"STC2","8614"
"BOD1","91272"
"LINC01484","101928136"
"LINC01485","101928154"
"CPEB4","80315"
"LINC01411","101928176"
"MSX2","4488"
"SFXN1","94081"
"HRH2","3274"
"THOC3","84321"
"SIMC1","375484"
"KIAA1191","57179"
"ARL10","285598"
"NOP16","51491"
"HIGD2A","192286"
"CLTB","1212"
"FAF2","23197"
"RNF44","22838"
"GPRIN1","114787"
"TSPAN17","26262"
"LINC01574","102577424"
"HK3","3101"
"UIMC1","51720"
"ZNF346","23567"
"FGFR4","2264"
"NSD1","64324"
"RAB24","53917"
"MXD3","83463"
"PRELID1","27166"
"LMAN2","10960"
"RGS14","10636"
"F12","2161"
"GRK6","2870"
"PRR7-AS1","340037"
"PRR7","80758"
"DBN1","1627"
"PDLIM7","9260"
"DOK3","79930"
"DDX41","51428"
"FAM193B","54540"
"TMED9","54732"
"B4GALT7","11285"
"N4BP3","23138"
"RMND5B","64777"
"NHP2","55651"
"HNRNPAB","3182"
"PHYKPL","85007"
"COL23A1","91522"
"CLK4","57396"
"ZNF354A","6940"
"ZNF354B","117608"
"ZFP2","80108"
"ZNF454","285676"
"GRM6","2916"
"ZNF879","345462"
"ZNF354C","30832"
"ADAMTS2","9509"
"RUFY1","80230"
"HNRNPH1","3187"
"CANX","821"
"MAML1","9794"
"LTC4S","4056"
"MGAT4B","11282"
"SQSTM1","8878"
"MRNIP","51149"
"TBC1D9B","23061"
"RNF130","55819"
"RASGEF1C","255426"
"MAPK9","5601"
"GFPT2","9945"
"CNOT6","57472"
"SCGB3A1","92304"
"FLT4","2324"
"MGAT1","4245"
"LINC00847","729678"
"ZFP62","643836"
"BTNL8","79908"
"BTNL9","153579"
"TRIM7","81786"
"TRIM41","90933"
"RACK1","10399"
"TRIM52","84851"
"DUSP22","56940"
"IRF4","3662"
"EXOC2","55770"
"HUS1B","135458"
"FOXQ1","94234"
"FOXF2","2295"
"FOXC1","2296"
"GMDS","2762"
"GMDS-DT","100508120"
"LINC01600","154386"
"MYLK4","340156"
"WRNIP1","56897"
"SERPINB1","1992"
"SERPINB9P1","221756"
"SERPINB9","5272"
"SERPINB6","5269"
"LINC01011","401232"
"NQO2","4835"
"RIPK1","8737"
"BPHL","670"
"TUBB2A","7280"
"TUBB2B","347733"
"PSMG4","389362"
"SLC22A23","63027"
"PXDC1","221749"
"FAM50B","26240"
"ECI2","10455"
"CDYL","9425"
"RPP40","10799"
"PPP1R3G","648791"
"LYRM4","57128"
"FARS2","10667"
"NRN1","51299"
"F13A1","2162"
"LY86","9450"
"RREB1","6239"
"SSR1","6745"
"CAGE1","285782"
"RIOK1","83732"
"DSP","1832"
"SNRNP48","154007"
"BMP6","654"
"TXNDC5","81567"
"BLOC1S5","63915"
"EEF1E1","9521"
"SLC35B3","51000"
"TFAP2A","7020"
"TFAP2A-AS1","100130275"
"LINC00518","221718"
"MIR5689HG","106660610"
"LINC02522","101928106"
"GCNT2","2651"
"C6orf52","347744"
"PAK1IP1","55003"
"TMEM14C","51522"
"TMEM14B","81853"
"MAK","4117"
"SYCP2L","221711"
"ELOVL2","54898"
"SMIM13","221710"
"NEDD9","4739"
"TMEM170B","100113407"
"ADTRP","84830"
"HIVEP1","3096"
"EDN1","1906"
"PHACTR1","221692"
"TBC1D7","51256"
"GFOD1","54438"
"SIRT5","23408"
"NOL7","51406"
"RANBP9","10048"
"MCUR1","63933"
"RNF182","221687"
"CD83","9308"
"JARID2","3720"
"JARID2-AS1","100506681"
"DTNBP1","84062"
"MYLIP","29116"
"GMPR","2766"
"ATXN1","6310"
"STMND1","401236"
"RBM24","221662"
"CAP2","10486"
"FAM8A1","51439"
"NUP153","9972"
"KIF13A","63971"
"NHLRC1","378884"
"TPMT","7172"
"KDM1B","221656"
"DEK","7913"
"RNF144B","255488"
"ID4","3400"
"MBOAT1","154141"
"E2F3","1871"
"CDKAL1","54901"
"SOX4","6659"
"CASC15","401237"
"DCDC2","51473"
"MRS2","57380"
"GPLD1","2822"
"ALDH5A1","7915"
"KIAA0319","9856"
"TDP2","51567"
"ACOT13","55856"
"C6orf62","81688"
"GMNN","51053"
"RIPOR2","9750"
"CARMIL1","55604"
"SCGN","10590"
"TRIM38","10475"
"HFE","3077"
"BTN3A2","11118"
"BTN2A2","10385"
"BTN3A1","11119"
"BTN3A3","10384"
"BTN2A1","11120"
"HCG11","493812"
"HMGN4","10473"
"ABT1","29777"
"ZNF322","79692"
"LINC00240","100133205"
"PRSS16","10279"
"ZNF391","346157"
"ZNF184","7738"
"OR2B6","26212"
"ZNF165","7718"
"ZSCAN16-AS1","100129195"
"ZSCAN16","80345"
"ZKSCAN8","7745"
"ZSCAN9","7746"
"ZKSCAN4","387032"
"NKAPL","222698"
"ZSCAN26","7741"
"PGBD1","84547"
"ZSCAN31","64288"
"ZKSCAN3","80317"
"ZSCAN12","9753"
"ZSCAN23","222696"
"HCG14","414760"
"TRIM27","5987"
"LINC01556","729583"
"HCG15","414761"
"UBD","10537"
"GABBR1","2550"
"MOG","4340"
"ZFP57","346171"
"HLA-F","3134"
"HLA-G","3135"
"HLA-A","3105"
"PPP1R11","6992"
"RNF39","80352"
"TRIM26","7726"
"HCG17","414778"
"HCG18","414777"
"TRIM39","56658"
"RPP21","79897"
"HLA-E","3133"
"GNL1","2794"
"PRR3","80742"
"ABCF1","23"
"PPP1R10","5514"
"MRPS18B","28973"
"ATAT1","79969"
"C6orf136","221545"
"DHX16","8449"
"PPP1R18","170954"
"NRM","11270"
"MDC1","9656"
"TUBB","203068"
"FLOT1","10211"
"IER3-AS1","105379695"
"IER3","8870"
"LINC00243","401247"
"DDR1-DT","414771"
"DDR1","780"
"GTF2H4","2968"
"VARS2","57176"
"SFTA2","389376"
"C6orf15","29113"
"PSORS1C1","170679"
"CDSN","1041"
"PSORS1C2","170680"
"CCHCR1","54535"
"TCF19","6941"
"POU5F1","5460"
"HCG27","253018"
"HLA-C","3107"
"HLA-B","3106"
"MICA","100507436"
"MICB","4277"
"DDX39B","7919"
"DDX39B-AS1","106478957"
"ATP6V1G2","534"
"NFKBIL1","4795"
"LTA","4049"
"TNF","7124"
"LTB","4050"
"LST1","7940"
"NCR3","259197"
"AIF1","199"
"PRRC2A","7916"
"BAG6","7917"
"APOM","55937"
"C6orf47","57827"
"GPANK1","7918"
"CSNK2B","1460"
"LY6G5B","58496"
"LY6G5C","80741"
"ABHD16A","7920"
"MPIG6B","80739"
"LY6G6C","80740"
"DDAH2","23564"
"CLIC1","1192"
"MSH5","4439"
"MSH5-SAPCD1","100532732"
"VWA7","80737"
"LSM2","57819"
"HSPA1L","3305"
"HSPA1A","3303"
"HSPA1B","3304"
"NEU1","4758"
"SLC44A4","80736"
"EHMT2","10919"
"C2","717"
"ZBTB12","221527"
"C2-AS1","102060414"
"CFB","629"
"NELFE","7936"
"DXO","1797"
"TNXB","7148"
"ATF6B","1388"
"FKBPL","63943"
"PRRT1","80863"
"PPT2","9374"
"EGFL8","80864"
"AGPAT1","10554"
"RNF5","6048"
"AGER","177"
"PBX2","5089"
"GPSM3","63940"
"NOTCH4","4855"
"HLA-DRA","3122"
"HLA-DRB5","3127"
"HLA-DRB1","3123"
"HLA-DQA1","3117"
"HLA-DQB1","3119"
"HLA-DQA2","3118"
"HLA-DQB2","3120"
"HLA-DOB","3112"
"TAP2","6891"
"PSMB8","5696"
"PSMB8-AS1","100507463"
"PSMB9","5698"
"TAP1","6890"
"HLA-DMB","3109"
"HLA-DMA","3108"
"BRD2","6046"
"HLA-DOA","3111"
"HLA-DPA1","3113"
"HLA-DPB1","3115"
"COL11A2","1302"
"RXRB","6257"
"SLC39A7","7922"
"HSD17B8","7923"
"RING1","6015"
"HCG25","414765"
"VPS52","6293"
"RPS18","6222"
"B3GALT4","8705"
"WDR46","9277"
"PFDN6","10471"
"RGL2","5863"
"TAPBP","6892"
"ZBTB22","9278"
"DAXX","1616"
"KIFC1","3833"
"PHF1","5252"
"CUTA","51596"
"SYNGAP1","8831"
"SYNGAP1-AS1","112390310"
"ZBTB9","221504"
"BAK1","578"
"ITPR3","3710"
"UQCC2","84300"
"LEMD2","221496"
"GRM4","2914"
"HMGA1","3159"
"SMIM29","221491"
"NUDT3","11165"
"RPS10","6204"
"PACSIN1","29993"
"SPDEF","25803"
"SNRPC","6631"
"TAF11","6882"
"ANKS1A","23294"
"TCP11","6954"
"SCUBE3","222663"
"ZNF76","7629"
"DEF6","50619"
"PPARD","5467"
"FANCE","2178"
"RPL10A","4736"
"TEAD3","7005"
"TULP1","7287"
"FKBP5","2289"
"ARMC12","221481"
"CLPSL2","389383"
"CLPSL1","340204"
"CLPS","1208"
"LHFPL5","222662"
"SRPK1","6732"
"SLC26A8","116369"
"MAPK14","1432"
"MAPK13","5603"
"BRPF3","27154"
"PNPLA1","285848"
"ETV7","51513"
"PXT1","222659"
"KCTD20","222658"
"STK38","11329"
"SRSF3","6428"
"CDKN1A","1026"
"CPNE5","57699"
"PPIL1","51645"
"C6orf89","221477"
"PI16","221476"
"MTCH1","23787"
"FGD2","221472"
"PIM1","5292"
"TMEM217","221468"
"TBC1D22B","55633"
"RNF8","9025"
"CMTR1","23070"
"CCDC167","154467"
"MDGA1","266727"
"ZFAND3","60685"
"BTBD9","114781"
"GLO1","2739"
"DNAH8","1769"
"SAYSD1","55776"
"KCNK5","8645"
"KCNK17","89822"
"KIF6","221458"
"DAAM2","23500"
"MOCS1","4337"
"UNC5CL","222643"
"OARD1","221443"
"NFYA","4800"
"TREML1","340205"
"TREM2","54209"
"TREM1","54210"
"FOXP4-AS1","101060264"
"FOXP4","116113"
"MDFI","4188"
"TFEB","7942"
"FRS3","10817"
"USP49","25862"
"MED20","9477"
"BYSL","705"
"CCND3","896"
"TAF8","129685"
"C6orf132","647024"
"GUCA1A","2978"
"MRPS10","55173"
"TRERF1","55809"
"UBR2","23304"
"PRPH2","5961"
"TBCC","6903"
"BICRAL","23506"
"RPL7L1","285855"
"PTCRA","171558"
"CNPY3","10695"
"GNMT","27232"
"PEX6","5190"
"PPP2R5D","5528"
"MEA1","4201"
"KLHDC3","116138"
"RRP36","88745"
"CUL7","9820"
"KLC4","89953"
"MRPL2","51069"
"PTK7","5754"
"SRF","6722"
"CUL9","23113"
"DNPH1","10591"
"TTBK1","84630"
"CRIP3","401262"
"ZNF318","24149"
"ABCC10","89845"
"DLK2","65989"
